"GSM712478"	"GSM712479"	"GSM712480"	"GSM712481"	"GSM712482"	"GSM712483"	"GSM712484"	"GSM712485"	"GSM712486"	"GSM712487"	"GSM712488"	"GSM712489"	"GSM712490"	"GSM712491"	"GSM712492"	"GSM712493"	"GSM712494"	"GSM712495"	"GSM712496"	"GSM712497"	"GSM712498"	"GSM712499"	"GSM712500"	"GSM712501"	"GSM712502"	"GSM712503"	"GSM712504"	"GSM712505"	"GSM712506"	"GSM712507"
"LINC00260"	10.0206	9.1049	9.2959	9.7192	9.2819	8.8504	8.5768	9.5579	6.9901	8.0176	9.3933	9.1644	8.6836	8.9345	8.9772	7.9523	9.3556	9.3436	8.7978	8.7191	8.142	8.4067	8.8017	9.5863	9.1881	8.9281	6.427	8.9088	9.792	9.266
"LINC00261"	4.2793	3.2442	2.8626	6.7816	4.354	3.2965	4.2032	4.0211	2.1352	3.1733	3.9559	3.543	3.488	3.235	4.7025	3.0694	4.034	4.7	3.4977	6.1023	5.1917	2.5471	4.0898	3.2635	4.8607	3.7414	4.1799	4.9195	5.4822	6.0061
"LINC00263"	4.1994	6.5454	6.3575	3.1229	4.9317	3.2712	6.754	6.1377	4.1475	6.2181	6.4669	6.3736	6.1132	5.4868	7.5041	6.025	6.1046	6.2735	4.3241	4.4409	4.8552	6.0493	5.3835	6.274	5.998	5.5831	6.7709	5.0769	6.6696	3.1484
"LINC00263///PP7080"	8.3778	9.2604	6.2544	7.1613	7.7056	5.7214	7.1499	8.1732	6.3688	8.4962	9.9632	9.627	9.8347	9.9711	9.101	9.8954	9.3144	9.1573	9.5805	9.0559	10.0601	9.4103	9.4093	9.0866	9.0075	9.9536	8.9459	10.296	9.067	8.778
"LINC00265///LOC101929038"	8.1677	6.98	7.8069	8.2913	7.908	8.7515	7.9331	6.7996	5.0694	7.0917	4.8266	7.2798	7.6668	7.7386	7.7667	6.2562	6.9764	7.691	7.5598	7.0198	4.8766	5.8439	7.5799	7.2609	7.6788	5.8234	6.27	5.3091	7.2566	5.0008
"LINC00266-1"	7.9511	7.8324	9.459	8.4448	10.0535	10.2788	7.8567	10.214	10.1826	8.6291	7.6279	7.5347	7.4756	6.3367	7.7997	7.0988	7.8462	7.946	7.9041	8.7642	7.6489	8.0104	6.9404	7.0944	7.807	7.1662	7.5534	7.8521	8.2754	7.7523
"LINC00269"	4.3533	4.4697	4.5138	4.8523	6.9374	4.0995	5.3401	4.1086	3.101	4.7435	4.6616	7.6924	3.2962	4.9873	4.4643	3.5715	2.9975	4.4759	3.9172	5.2876	5.503	5.71	6.9012	4.2887	4.3169	7.2889	4.0543	4.4601	5.2078	5.6617
"LINC00271"	7.2631	6.8502	6.229	4.2315	2.4004	3.0206	4.5924	6.6725	6.6939	1.9129	3.1266	2.4675	1.9417	3.9339	5.3862	5.2293	3.2816	6.7887	6.3941	3.8272	7.3071	5.4171	5.2766	6.8942	5.5079	1.746	6.4689	4.5616	3.2421	4.7449
"LINC00276"	7.0731	2.3918	1.4391	1.0506	5.0789	2.7615	3.1241	6.6236	4.563	5.9841	4.9209	6.4066	2.481	5.3218	3.9763	3.073	2.6148	3.2643	2.9829	3.5051	5.0694	4.1387	2.0874	5.7848	6.6395	6.367	2.843	5.2396	7.0508	5.8161
"LINC00277"	7.0864	5.3962	6.3759	7.1297	7.019	8.4911	3.9747	6.724	5.4702	4.7667	7.5015	5.7375	7.429	7.1375	7.2684	7.5999	4.4683	5.0824	7.6709	5.3281	8.1013	3.3507	7.2912	4.4669	5.308	6.5196	7.5689	7.4052	7.3674	8.1805
"LINC00280"	9.1022	8.4534	7.011	8.3246	8.3902	8.3911	8.6916	8.8809	7.6063	8.6232	8.1685	7.4819	7.8942	7.817	8.6772	6.6895	8.1779	8.2612	8.5751	8.3252	8.015	8.2237	7.8114	7.7125	8.2898	7.9603	7.8497	7.9912	8.0498	8.4614
"LINC00282"	7.8765	7.2904	8.1871	8.5222	7.9327	8.9952	8.4232	9.3367	7.9324	9.6481	8.2666	7.7298	8.8315	8.6596	9.2413	9.1523	8.7216	9.1802	9.2745	9.0468	7.9439	8.7379	8.9938	8.5407	8.7895	9.1089	8.8893	8.6621	8.161	8.1506
"LINC00284"	3.9344	2.8582	2.4002	6.8401	1.0832	2.8536	6.6452	3.1658	1.7021	2.1265	2.3806	2.8209	2.4526	2.8209	4.9397	3.206	2.4518	5.1302	5.9903	3.1391	4.3669	5.3955	1.3393	2.2261	3.6695	1.979	2.4613	3.9491	7.6064	4.676
"LINC00290"	5.7742	3.2285	5.5771	2.4424	1.8054	2.491	2.0888	2.27	2.2681	1.8146	0.9788	2.9171	2.677	1.4407	3.1192	4.9025	3.8235	1.273	5.268	3.2163	4.4801	3.5259	5.4342	2.4275	2.0828	6.435	2.1202	6.3555	3.7085	5.3319
"LINC00293"	6.8447	7.3001	3.7931	4.3777	5.5116	4.5973	4.8546	4.6122	4.1486	3.8303	4.325	5.3268	3.1338	7.1739	7.5296	5.9042	3.4687	4.789	4.5796	7.7392	7.2838	2.7528	6.1024	3.9626	6.7394	4.4667	6.4349	6.5675	4.2148	5.5878
"LINC00294"	9.9562	9.8975	8.7856	8.5904	9.1869	8.2559	8.7487	8.8886	8.5245	9.3864	9.8231	9.4739	9.9001	9.5091	9.6637	9.8011	10.0161	9.8576	10.1158	9.7507	9.225	9.7359	10.0904	10.1976	9.6918	10.0004	8.9703	9.1751	9.4027	9.4407
"LINC00298"	4.5157	5.4326	3.0897	2.338	1.9323	3.5112	4.1034	4.0544	3.1889	1.3703	5.0089	1.2486	3.0895	5.2484	4.7559	2.0483	5.1959	2.4129	4.3669	2.8197	3.1459	1.845	1.1639	5.7319	6.2093	5.4064	4.5577	7.1273	5.7421	6.658
"LINC00299"	7.9424	7.491	6.5751	8.0542	4.601	6.2774	6.0262	8.0425	3.8428	6.3329	3.6517	3.9122	4.2887	6.8108	5.3194	5.6822	2.9967	7.1531	4.8344	4.9084	5.1411	4.6262	4.3072	3.8583	7.1687	4.7192	5.1001	5.1174	5.6002	4.3791
"LINC00301"	4.1698	5.0769	3.9266	2.3402	5.5115	5.4129	6.0729	4.5329	4.385	2.3223	5.4816	4.9945	4.4239	1.5047	2.8392	2.9796	3.7603	5.0119	2.8663	4.6049	6.1231	3.9448	2.486	2.6464	5.5857	5.8261	4.1181	6.1814	2.8254	5.5379
"LINC00304"	5.3622	4.3289	3.8344	3.5883	3.8089	5.5936	6.7892	4.7275	2.412	4.9245	4.7314	4.3963	6.1578	6.911	3.927	6.0741	3.8065	7.3214	4.4975	5.4923	6.2102	3.2492	4.5477	4.0706	3.0189	6.9391	4.7112	5.9436	5.1744	6.8421
"LINC00305"	6.2755	3.353	4.3131	5.7609	5.3754	4.9783	5.1334	4.1441	5.253	2.6174	2.8	6.037	4.578	4.5506	1.7726	4.973	4.9977	6.2803	4.8647	6.1353	1.4098	5.7216	2.6687	4.9269	6.5691	6.2919	5.9427	6.6386	6.5457	6.8236
"LINC00307"	6.8107	5.3906	4.3818	4.1507	4.8643	4.0213	5.4801	6.8231	5.8041	3.2263	2.9572	2.7	3.3823	6.1964	5.6503	4.3645	3.1185	6.6656	6.2052	3.5815	6.3409	1.2441	4.1317	6.2481	4.7234	4.4398	5.4609	3.6091	7.093	7.6245
"LINC00308"	6.3182	5.3903	6.0761	6.0518	6.4097	4.0954	6.5882	5.7474	5.0006	5.1572	6.0018	4.9527	5.7607	6.2522	6.8691	3.7069	4.8336	5.4146	3.8514	5.1299	6.7938	5.2066	5.1145	4.7229	4.3726	3.8767	6.5971	6.0334	6.7049	5.7815
"LINC00309"	5.3824	5.4693	5.1723	5.842	3.2582	4.3447	2.6715	1.7265	6.1925	4.9749	3.8695	5.6912	5.5999	3.1817	6.3399	5.383	4.5873	4.5106	5.6921	6.852	4.2584	5.1655	2.9573	3.3365	3.0168	5.988	4.1418	6.671	3.3223	6.0142
"LINC00310"	3.4967	3.6426	3.0401	3.2017	3.52	3.6455	3.5293	5.3079	5.6561	3.41	4.656	2.9195	2.5197	2.5668	3.9747	2.4402	2.277	3.8706	2.0847	2.6539	3.9514	2.1401	3.5226	3.1251	3.7489	3.0175	4.6878	4.1154	3.5037	5.4638
"LINC00312"	7.1462	6.6824	6.2337	6.792	5.9116	7.872	7.1842	6.7703	5.972	6.218	7.0045	6.7096	6.1492	6.716	6.2991	5.909	5.2546	6.9732	6.2333	6.3556	5.7116	6.5054	5.3097	6.3839	6.0916	6.8561	8.548	6.8006	6.3882	7.8758
"LINC00313"	4.5535	3.8409	3.3108	5.4318	4.949	3.5436	4.6764	4.537	2.855	5.0529	4.4977	4.3147	3.8134	4.5708	3.885	3.1322	2.3598	4.1169	3.6702	5.8781	5.2059	3.8578	4.3346	2.7214	3.7728	3.905	4.6353	5.0225	4.2016	4.8318
"LINC00314"	2.5189	2.0564	1.4917	1.394	4.7784	4.0358	4.7312	3.7679	4.2252	2.0134	3.4705	3.1748	4.7251	4.8349	5.2329	2.9149	0.8665	5.7459	1.6573	5.5507	5.7151	5.1318	3.8007	2.3504	5.3462	4.8402	3.6424	4.157	6.4643	3.7266
"LINC00315"	8.9644	8.7951	7.7088	8.7323	7.4258	8.1445	8.3936	7.9643	6.536	7.717	7.778	7.9877	8.2062	8.2552	7.8889	5.6609	7.5937	8.458	7.9627	8.2067	8.4236	7.2567	7.2196	7.5394	8.5254	7.0128	9.0054	8.1047	7.9817	7.4777
"LINC00317"	7.6887	7.4866	3.7087	4.6587	6.215	6.1293	7.5218	7.1349	6.4009	6.8712	6.1284	6.2673	6.3643	5.9564	6.4374	6.7879	6.2002	6.1547	7.525	7.6795	6.9146	5.5784	6.0417	6.575	6.6076	7.3374	7.3254	7.5289	6.4463	8.233
"LINC00319"	8.0765	4.313	6.3008	7.7907	6.8922	4.3941	8.4566	5.3193	5.9079	6.8729	6.5878	7.3096	6.1733	6.1047	6.7729	7.1817	3.7231	6.0729	4.2624	6.3399	4.3419	6.3769	6.4915	5.6412	5.2779	5.9031	7.4222	7.0635	4.1055	4.6773
"LINC00320"	3.6197	6.7546	3.7392	5.0207	4.3777	2.6465	5.4671	6.6127	3.1859	4.1396	5.2478	4.2873	2.5886	4.2485	2.933	3.2081	4.0543	3.5747	4.1175	5.1752	5.315	3.5587	4.143	3.607	3.3364	4.6203	6.124	5.1448	4.4697	4.423
"LINC00323"	3.3486	2.7923	2.9743	2.1773	2.7873	2.575	3.3485	2.0083	1.6907	6.0947	5.1259	2.0784	2.8806	2.8789	3.3429	2.9703	0.2628	1.3364	4.4666	3.0342	3.2679	2.0803	4.9398	2.9536	5.4796	3.8116	3.4547	3.96	4.4289	5.6802
"LINC00324"	10.3284	9.8776	10.3143	10.3761	10.418	10.3307	9.6836	9.7772	10.4602	10.3218	10.3425	10.1007	9.7665	10.6017	10.4534	10.1222	10.3919	9.727	10.0623	10.6315	10.1178	10.524	10.2362	10.7627	10.3197	10.4187	9.9524	10.1311	10.392	10.4237
"LINC00326"	5.5384	6.3894	6.4091	5.9345	5.6111	6.0599	7.5698	4.049	5.9001	6.0008	7.1227	5.6402	6.1714	5.9247	6.0898	6.7221	2.7125	6.4078	7.1635	6.9345	6.9737	5.1765	5.2125	6.6427	5.2533	6.2783	7.5125	4.9806	7.1206	7.6609
"LINC00327"	4.2154	4.9205	2.9786	3.755	2.6963	5.869	5.1353	4.0739	2.0179	6.6996	6.4779	5.7715	3.2171	2.5452	3.6634	2.4376	2.9777	7.0202	4.1883	4.5154	5.3969	3.0117	5.6633	5.3709	3.9265	3.1623	7.9652	5.9392	4.1262	7.831
"LINC00330"	5.0112	3.2782	6.0566	4.1569	7.0937	6.9294	7.7684	7.227	4.754	7.3168	6.9217	5.0329	6.7015	7.4061	6.4976	6.7963	5.2003	6.3922	6.5947	7.6395	7.1536	5.7572	6.5839	6.6463	6.5305	6.492	7.38	8.0197	5.7965	7.927
"LINC00334"	7.3773	6.7931	6.0642	6.2822	5.1988	6.5497	7.253	7.26	6.3612	7.3099	7.0228	6.6573	6.6048	6.8971	6.0953	6.4531	6.9042	6.8948	6.6859	7.2722	6.9133	6.1342	6.0008	4.2665	7.2415	5.5816	5.7757	8.6069	7.622	7.9648
"LINC00337"	4.9965	5.6146	2.0696	3.1288	2.9055	2.7646	3.2452	4.6528	2.6786	2.456	3.8752	4.2169	3.2222	3.3653	2.7623	2.1425	2.2957	2.7567	6.3259	3.7249	4.5102	2.3179	1.2911	3.0891	3.0477	3.0516	3.5307	3.0441	4.1596	2.7215
"LINC00339"	8.4876	8.3627	7.8776	7.1543	9.2477	9.375	7.3926	8.8506	8.8678	7.6036	9.2035	9.1994	9.9232	9.6517	8.5702	8.2747	8.8089	9.2006	8.2209	8.9701	8.7567	6.8498	9.4703	9.5194	9.076	8.9506	9.4718	9.2236	8.3859	9.2617
"LINC00341///SYNE3"	11.0169	10.7761	10.9884	11.2736	11.482	10.9228	11.0515	11.7873	11.2712	11.4917	11.6342	11.3825	11.0558	11.6999	11.5392	11.4387	11.4686	11.2048	11.6375	10.7243	11.4307	11.4701	11.6602	11.7318	11.6893	10.944	10.9983	9.9643	11.4394	11.0094
"LINC00342"	8.4197	8.3643	7.2346	6.5084	7.4864	6.7233	7.9142	7.2715	7.2921	7.8851	8.5796	9.078	8.618	8.7567	8.9939	8.7283	9.3507	8.5724	8.878	9.4269	7.9725	8.6285	8.5939	8.6969	8.7286	8.8757	8.5013	8.3722	8.7953	9.1047
"LINC00343"	7.4996	6.7699	5.4645	4.8808	3.203	6.1562	5.6169	7.0034	5.3106	4.0972	6.2329	5.7833	5.5681	6.3676	6.1009	5.4567	3.1047	6.505	6.3459	5.9569	5.8194	5.7288	5.4073	6.4542	3.3939	7.1294	2.4948	6.8955	6.0168	5.7132
"LINC00347"	6.5158	6.7824	4.9572	7.3482	6.6895	4.2284	6.1247	4.1288	4.984	6.7452	5.6003	6.1298	5.2218	4.9686	5.0468	5.3868	5.6167	5.1722	3.9287	5.5124	7.7841	4.3968	6.2455	4.9804	4.8381	6.8721	7.9156	5.9396	7.8731	4.3902
"LINC00348"	6.4511	6.9389	5.6135	4.0292	5.3082	6.3518	6.5641	6.9179	4.7767	0.8451	6.5998	2.6785	5.7736	2.039	5.9579	5.6348	4.7274	6.0367	5.8305	6.3971	7.2618	4.4159	4.9456	4.7774	5.1782	4.3824	4.1059	4.4357	3.9788	7.2072
"LINC00354"	6.6397	6.5172	5.1776	5.4929	3.5686	5.8003	6.8442	6.9866	5.0365	4.1381	6.1976	5.362	4.7767	5.3432	6.4939	5.3789	4.5022	5.6131	5.3018	6.9439	6.173	5.7578	4.6192	5.9596	5.6898	5.0937	6.7106	5.5936	7.2147	7.1674
"LINC00355"	9.9613	10.0421	9.3313	9.6633	9.707	9.383	9.7304	10.0755	10.1243	9.5725	9.6637	9.9736	10.1122	10.1367	9.7026	9.8619	10.0219	9.8899	10.3157	9.9499	9.8824	10.0008	10.0382	9.7718	10.0923	9.8375	9.9414	10.3196	9.9617	9.6842
"LINC00358"	5.3995	1.4773	4.0768	4.4542	5.617	2.435	6.0934	3.2406	5.1474	1.4973	4.7277	1.7996	5.0962	4.8819	4.2341	4.4092	5.0823	4.0143	5.4629	7.2365	6.94	3.606	4.1923	3.6921	1.6652	2.1034	5.5992	2.9479	6.941	5.9369
"LINC00382"	3.8523	5.6349	4.6598	5.9683	2.563	3.6167	4.1192	4.4481	1.2572	3.2181	3.0417	2.1632	4.5104	4.2538	3.0745	3.9065	6.3152	3.214	2.2973	7.1862	4.2327	2.3344	4.5715	3.1049	3.5146	4.0682	2.733	2.9223	2.9595	2.9708
"LINC00396///RP11-472K17.1"	7.4217	6.9147	5.5974	5.6351	2.425	2.929	6.3169	2.5509	2.2395	6.2031	6.3811	5.8778	5.4773	6.4119	5.5516	4.087	5.1814	4.3516	6.5229	4.4892	6.3014	5.6443	3.8649	4.6081	6.7143	5.4766	6.7631	6.9046	2.6161	6.9638
"LINC00408"	4.6238	3.8862	3.2049	6.1253	3.3576	2.8655	5.6846	4.8273	5.0755	4.0352	3.6067	3.829	3.3437	3.0984	4.8502	2.2681	5.0275	4.5114	2.5425	6.6647	4.4163	5.3754	4.4229	3.8948	4.5158	3.6671	3.6257	4.7996	4.609	4.824
"LINC00410"	6.2706	7.3691	6.9765	7.0114	6.3169	6.6021	7.8906	7.7122	4.3649	6.4592	6.432	6.7607	6.0672	5.5109	6.237	5.3895	6.3678	7.0172	7.9086	6.2375	7.0318	6.4036	4.314	7.0426	6.5698	7.817	8.415	7.5501	7.7906	8.2358
"LINC00415///LINC00415"	7.6767	7.3139	6.225	6.9568	4.84	4.4846	7.4145	7.2349	3.4028	5.9556	2.8436	3.6869	4.4963	6.2042	4.5799	3.18	6.3709	4.8084	4.6506	4.8729	5.8598	3.7788	2.596	4.4914	4.381	5.235	5.6463	7.4692	6.8213	7.8308
"LINC00421"	7.3617	5.1593	3.2398	4.7841	5.4797	6.6878	5.9502	7.3029	3.7602	6.7743	6.1687	4.9978	6.9897	6.7462	3.9191	6.4544	6.1676	7.1433	7.3797	6.1262	4.9316	6.2928	4.0086	4.8553	5.6664	7.4538	7.4137	7.0744	6.315	6.9664
"LINC00423"	6.4833	7.254	7.5434	7.1677	6.7442	5.15	7.8519	6.8314	6.3146	2.4965	5.5926	3.4884	4.4014	5.2696	6.5858	5.4695	4.2755	5.6273	4.9365	6.7298	4.6113	6.218	6.2417	6.585	4.7981	5.4525	5.5589	7.1454	5.7323	8.0222
"LINC00424"	6.1362	8.3256	7.3358	8.8474	7.7118	8.3399	8.3128	8.7777	4.5804	8.4917	6.8966	8.7825	7.7134	7.9207	8.1541	8.0157	8.0066	8.4895	8.271	7.8669	7.9652	6.697	7.5092	5.7053	6.9873	6.7264	5.6838	6.4315	8.3049	7.8874
"LINC00427"	6.5581	7.6509	6.3724	7.3851	6.2006	6.4543	7.3103	6.6935	6.2865	6.4153	6.4777	6.6992	6.3735	6.9695	7.3141	6.0048	6.116	6.1295	4.7297	3.2012	7.1328	6.2062	6.8036	5.6092	6.4674	6.8829	7.089	6.6228	7.3616	7.1394
"LINC00441"	6.1111	6.6301	5.9556	4.6266	3.9128	4.1208	4.5164	3.3674	3.2585	6.3048	4.4495	4.4475	6.0619	4.5889	5.5596	6.146	4.3582	5.987	4.9621	4.3975	6.1883	4.045	4.4639	5.0157	5.5086	5.778	5.5613	5.4243	4.684	4.6415
"LINC00445"	6.9961	5.3102	4.5522	7.0249	7.5758	6.8854	7.7991	5.6803	7.0195	6.6743	2.9625	5.9766	7.0073	4.7951	7.7197	7.3959	5.6723	7.073	6.3858	7.2121	7.46	5.4406	6.9782	7.2369	7.0006	7.5472	7.8685	8.023	4.2448	7.1305
"LINC00452"	7.4172	6.9726	5.4814	7.0283	7.641	7.1396	7.5913	6.777	6.9	4.5289	7.4862	3.8741	5.0985	7.7412	7.3	6.6091	4.0903	7.4973	8.0445	7.9912	5.8265	7.2607	6.2489	7.6156	7.3069	8.2396	7.169	7.5782	8.0432	7.6746
"LINC00454"	8.1837	7.0857	3.9804	5.6335	4.8919	6.0453	7.6798	5.2599	4.9516	6.0162	6.4648	7.3648	6.9464	6.6139	5.7547	6.2237	4.1924	5.7814	6.527	7.7285	6.0468	5.4727	6.9819	6.4521	4.6002	6.4616	6.1805	6.0967	7.4526	7.5217
"LINC00458"	4.3487	5.2906	4.1792	5.5804	3.6719	4.8392	4.1267	6.3333	3.7189	4.9408	5.1287	3.3926	3.5426	4.2062	4.4885	4.9354	2.0076	2.4264	4.3324	3.859	6.3472	3.8756	2.5801	3.9877	4.4442	5.0846	4.8885	3.3422	4.9075	4.4977
"LINC00459///LINC00459"	7.8929	6.1971	6.4783	5.5305	5.8251	5.7323	4.5826	5.9069	5.0167	6.1272	4.8863	2.7712	5.0565	5.2258	6.7981	5.1753	3.9817	6.9935	6.5717	6.2436	7.3347	2.7658	5.4069	4.7628	5.2378	2.7872	6.0769	3.5435	5.9356	7.8536
"LINC00460"	7.1671	8.0133	4.9576	6.5348	3.0161	6.7952	7.6466	4.9967	3.4696	7.0719	7.1047	6.8714	7.0478	6.6461	3.8478	4.4072	6.2193	5.3557	3.9476	7.7974	5.1191	6.205	5.9517	6.4605	6.1695	6.5834	7.013	5.1814	7.3171	4.1072
"LINC00461///MIR9-2"	4.2516	3.7089	3.1004	5.234	2.588	3.8632	5.4607	3.2995	3.5846	4.6916	2.5377	4.9191	3.3208	3.4379	3.5102	4.267	3.201	2.6492	2.3079	5.4543	5.339	3.4185	3.1804	4.4373	4.3508	2.9653	4.005	4.1716	3.9009	6.2981
"LINC00462"	7.0822	5.2956	6.9561	7.2069	5.6106	5.9682	7.4964	7.0119	3.651	5.9512	5.6633	7.6673	6.1361	5.9132	5.3218	2.5495	6.0938	6.7382	6.2399	5.0906	7.9563	5.981	6.7654	5.3492	6.5329	7.5255	6.9905	7.1113	5.9595	3.9217
"LINC00466"	5.0611	6.2541	7.038	7.1295	6.7034	6.738	7.604	5.4689	5.5826	6.4465	6.0356	6.8072	6.3591	7.2306	7.3221	6.1231	4.9469	7.564	6.5675	7.0748	7.2619	6.3643	5.8307	7.3458	5.7553	7.036	5.4469	3.6408	6.9598	7.5763
"LINC00467"	5.7317	5.5376	5.5602	7.5927	5.8279	5.5014	6.519	5.8449	6.9009	7.0717	5.2351	5.6816	4.9067	6.2016	5.9372	6.9494	5.2022	4.3513	4.2138	5.8232	6.3428	5.3263	5.1426	6.0309	7.0184	5.841	6.0299	6.1583	5.7635	5.5399
"LINC00470"	7.1276	6.6511	6.0368	4.6026	5.6747	2.6898	5.7532	6.2769	6.5056	6.6523	6.4466	4.9793	5.942	6.1681	5.237	4.7442	5.08	3.7464	6.5839	6.1201	6.691	4.0805	5.7346	5.574	6.5707	6.7992	6.6685	3.8709	5.6141	6.8963
"LINC00471"	2.472	2.531	0.7339	3.9194	2.2969	3.3746	2.9963	4.9759	3.8525	3.2144	3.9182	2.8968	2.6834	4.6827	3.4716	5.1738	5.6274	2.144	3.7763	3.2765	4.1059	3.2718	3.0225	2.2267	3.5036	5.5566	4.2859	3.5867	4.3156	6.3593
"LINC00472"	6.398	5.7742	3.1646	3.1664	4.7748	5.3217	6.9531	4.6795	4.0278	4.9508	3.9401	4.6052	3.8384	4.9207	6.0311	5.049	1.9605	5.3929	3.6478	6.0823	5.8651	3.0616	4.8569	5.1162	4.4962	3.501	5.9709	4.3055	5.6416	6.2981
"LINC00473"	6.9645	7.3289	6.6446	6.3854	6.4907	4.8985	7.2104	6.7401	6.0505	6.9994	7.6958	6.7543	6.2512	5.4106	6.854	2.9017	5.9698	6.3638	3.0336	6.9094	4.5426	6.5894	6.1406	6.5112	6.9158	6.4631	7.7913	7.5298	7.8585	7.4755
"LINC00474"	6.3836	4.6808	5.5667	5.3329	5.7496	3.5271	6.9311	4.1054	4.8038	6.2853	4.0475	4.4146	4.7049	5.5219	5.1911	5.9551	3.5871	5.4146	3.1178	6.9202	4.4834	3.3326	6.9022	4.0148	5.9381	6.1836	7.9757	4.134	7.3642	7.7992
"LINC00475"	5.2802	6.8144	4.585	5.7859	4.5611	4.3086	5.9466	4.98	3.1234	5.4584	3.9045	4.824	4.1804	3.6088	5.2184	5.8373	4.3178	6.0875	6.3456	5.7088	5.4815	3.0564	4.7823	3.1667	4.9171	5.754	5.4399	6.83	5.5823	5.1317
"LINC00476"	5.583	4.5662	5.5481	6.5747	6.5901	7.2385	5.0551	5.542	6.6227	6.3826	7.0904	6.6163	7.3819	7.2954	6.2973	7.0155	4.2597	7.1123	3.3071	6.2953	7.1707	6.7857	7.2778	3.7938	4.0788	7.8655	7.1284	7.3111	4.3293	6.8923
"LINC00476///LOC101930476"	4.662	6.6004	6.4674	4.7861	5.4439	6.5701	6.9028	5.7348	5.7102	6.0384	4.5534	6.1933	5.8278	6.3207	5.2567	7.6593	6.2762	2.9792	6.8958	6.3621	5.0572	3.4202	2.6902	4.7268	6.1738	5.6294	5.5188	7.3064	5.244	5.2368
"LINC00477"	5.5444	4.4834	5.9287	5.2214	5.8033	3.4521	3.5269	2.5285	5.9861	2.6942	5.4715	3.848	4.3762	3.6492	4.074	5.0697	6.3701	6.1598	6.1453	6.8527	4.5424	4.3765	5.0651	4.961	3.1288	3.3107	6.0138	4.6295	6.6631	6.6008
"LINC00478"	3.923	5.5709	4.7905	5.9787	5.139	5.3992	6.1768	7.0854	4.0228	3.9167	5.2743	5.5875	5.0084	3.3448	5.9558	6.5448	5.057	5.0439	4.6584	6.2241	5.5763	4.9876	5.4088	4.6822	4.8175	6.1482	6.9213	6.2488	7.0061	5.9921
"LINC00479"	6.896	7.1658	5.5078	6.0115	6.342	6.5214	6.8453	6.4797	5.4746	6.434	6.7385	5.8429	4.3491	7.0411	6.8565	6.1192	6.0263	4.0975	6.7371	6.9304	6.9057	6.0795	4.5002	7.3068	4.3465	7.8875	4.4855	7.5085	6.6257	5.5079
"LINC00482"	7.6649	7.7063	6.0752	6.5186	3.2507	6.5314	4.1748	6.8126	3.5286	5.0192	6.7029	6.4168	6.2777	5.8059	6.1909	6.5444	6.1199	7.214	6.732	7.6653	6.966	6.6557	5.6832	7.6154	7.0663	6.5258	7.4096	7.1176	7.4198	7.3328
"LINC00483"	3.5939	2.5411	0.5822	3.3754	6.6862	1.2499	3.2485	2.2913	1.0022	2.9708	3.3858	3.6676	2.6589	2.5187	3.7784	3.6299	0.5256	1.795	4.8578	3.8524	4.6291	1.3254	2.382	4.9263	1.9322	5.4127	5.0533	2.5395	4.6282	3.8422
"LINC00485"	0.0597	5.6636	-0.5539	2.2386	4.6105	0.3904	3.1716	3.0176	-0.0978	0.9546	3.5995	3.1543	2.2741	-0.4991	2.3757	1.8065	0.9067	1.2495	0.5521	0.8531	6.0579	0.9929	5.0607	0.8135	0.4097	1.2256	4.4727	5.8473	2.428	5.4794
"LINC00486"	6.4025	5.3343	3.3754	5.3331	3.2148	5.5571	5.9206	4.1437	3.1732	3.3727	3.068	5.8659	4.3844	4.6192	5.7769	3.5464	4.7704	3.3163	4.2376	4.0725	5.0826	2.4706	5.0958	3.5335	3.1254	3.5393	5.6427	4.2781	4.3397	4.1451
"LINC00487"	3.1419	5.7248	3.1039	6.8609	6.5515	6.2686	6.0258	5.2466	6.2383	6.2698	5.9115	1.6406	3.5163	4.0229	3.6152	6.0773	2.6856	4.7359	6.0758	2.6775	3.9275	3.724	6.0606	3.4	1.6328	2.0472	6.2853	2.2248	7.0179	3.446
"LINC00488"	6.7161	2.5386	6.2474	4.8989	2.9516	2.8402	3.7174	6.4559	1.6087	6.7043	5.6086	2.1451	2.6506	1.8425	5.896	1.7063	1.0627	5.9212	3.7086	3.6001	5.798	2.4889	2.1568	4.8538	3.2091	3.2559	5.8018	3.2587	3.3169	5.8721
"LINC00491"	5.6473	6.2658	3.9513	4.8025	5.9086	5.3639	5.9303	6.1284	4.4413	3.8398	5.2379	4.1467	6.1996	5.8884	5.7147	5.5152	4.2264	5.0626	5.6861	6.864	4.7359	5.9883	5.5026	5.5379	5.6135	4.7073	4.8485	5.2928	7.7418	8.5892
"LINC00494"	4.8967	7.1713	3.7635	7.5266	5.2796	7.2678	7.8102	7.0389	3.747	6.9708	7.5329	7.5272	7.2888	7.3755	6.8967	7.2471	7.2588	8.2404	7.6062	7.961	7.7274	6.8444	7.1437	8.0488	7.4281	7.3739	7.3139	5.7087	7.4688	8.1584
"LINC00504///LINC00504///MGC4836"	4.1917	3.2131	6.6648	5.4341	6.2607	6.5781	6.7293	6.46	6.423	2.0556	6.4272	3.3737	5.424	2.9065	4.3868	6.3275	2.4073	6.4805	6.8513	2.8312	6.9375	4.8792	6.2233	5.8898	5.989	2.3726	7.1173	4.9789	5.9996	6.7834
