"ID" "GSM2500349"	"GSM2500350"	"GSM2500351"	"GSM2500352"	"GSM2500353"	"GSM2500354"	"GSM2500355"	"GSM2500356"	"GSM2500357"	"GSM2500358"	"GSM2500359"	"GSM2500360"	"GSM2500361"	"GSM2500362"	"GSM2500363"	"GSM2500364"	"GSM2500365"	"GSM2500366"	"GSM2500367"	"GSM2500368"	"GSM2500369"	"GSM2500370"	"GSM2500371"	"GSM2500372"	"GSM2500373"	"GSM2500374"	"GSM2500375"	"GSM2500376"	"GSM2500377"	"GSM2500378"	"GSM2500379"	"GSM2500380"	"GSM2500381"	"GSM2500382"	"GSM2500383"	"GSM2500384"	"GSM2500385"	"GSM2500386"	"GSM2500387"	"GSM2500388"	"GSM2500389"	"GSM2500390"	"GSM2500391"	"GSM2500392"	"GSM2500393"	"GSM2500394"	"GSM2500395"	"GSM2500396"	"GSM2500397"	"GSM2500398"	"GSM2500399"	"GSM2500400"	"GSM2500401"	"GSM2500402"	"GSM2500403"	"GSM2500404"	"GSM2500405"	"GSM2500406"	"GSM2500407"	"GSM2500408"	"GSM2500409"	"GSM2500410"	"GSM2500411"	"GSM2500412"	"GSM2500413"	"GSM2500414"	"GSM2500415"	"GSM2500416"	"GSM2500417"	"GSM2500418"	"GSM2500419"	"GSM2500420"	"GSM2500421"	"GSM2500422"	"GSM2500423"	"GSM2500424"	"GSM2500425"	"GSM2500426"	"GSM2500427"	"GSM2500428"	"GSM2500429"	"GSM2500430"	"GSM2500431"	"GSM2500432"	"GSM2500433"	"GSM2500434"	"GSM2500435"	"GSM2500436"	"GSM2500437"	"GSM2500438"	"GSM2500439"	"GSM2500440"	"GSM2500441"	"GSM2500442"	"GSM2500443"	"GSM2500444"	"GSM2500445"	"GSM2500446"	"GSM2500447"	"GSM2500448"	"GSM2500449"	"GSM2500450"	"GSM2500451"	"GSM2500452"	"GSM2500453"	"GSM2500454"	"GSM2500455"	"GSM2500456"	"GSM2500457"	"GSM2500458"	"GSM2500459"	"GSM2500460"	"GSM2500461"	"GSM2500462"	"GSM2500463"	"GSM2500464"	"GSM2500465"	"GSM2500466"	"GSM2500467"	"GSM2500468"	"GSM2500469"	"GSM2500470"	"GSM2500471"	"GSM2500472"
"AC003973.4"	2.9824	2.8058	3.0254	2.7451	2.6789	2.9237	2.921	3.1538	2.7285	3.28	2.9862	2.9886	3.1821	2.956	2.6789	2.7036	2.9237	2.8984	3.021	2.7285	3.0229	2.8766	3.027	2.7694	3.4402	2.5495	3.1265	2.9713	3.4387	2.7755	2.733	3.2258	3.4213	3.0038	3.1699	3.1236	3.2027	2.8479	2.9687	2.9351	2.9677	2.9677	2.7422	2.7431	3.2416	3.1044	2.6893	2.6893	3.277	2.9788	2.8311	2.8479	2.9351	3.1262	2.8268	3.4562	2.7316	3.4485	2.9351	2.9351	2.8649	2.6822	2.8173	3.041	2.9652	3.2086	2.9677	2.9849	2.9361	3.474	3.0457	2.5297	3.1533	2.8698	2.9304	3.2849	2.8212	3.2976	3.5735	3.2203	3.2148	2.5432	2.7726	2.9775	3.1236	2.9531	2.6893	2.8295	2.4309	2.6988	2.8613	3.6052	2.7619	2.9966	3.1296	2.9954	2.8343	2.5423	2.8537	2.7863	2.7322	2.9086	2.8561	2.8438	2.9474	2.9642	2.8438	3.4652	3.4533	3.1022	3.2244	2.7679	2.8713	2.8749	2.8888	2.9266	2.7452	2.5043	3.1979	2.7902	3.0907	2.8724	2.7257	3.2503
"AC003986.5///BC043576"	4.8988	4.7534	5.2239	4.1698	4.6261	4.4495	4.5278	4.4449	4.4449	4.2089	4.6834	4.3617	4.2082	4.7452	4.3679	4.8142	4.4206	4.589	4.7076	4.5124	4.6789	4.4256	4.2612	4.2227	4.8096	4.766	4.5535	4.487	5.3346	4.3962	5.1869	4.6834	4.34	4.8053	4.8852	4.1898	4.3071	3.9032	4.739	5.0013	4.9549	4.6982	4.6457	4.2146	4.5069	4.6255	4.302	4.1754	4.7177	4.8285	4.9633	4.7603	4.5913	4.3341	4.4789	4.35	4.3343	4.4643	4.8163	4.687	4.8837	4.673	3.7583	4.895	4.8298	4.6081	4.5019	4.3425	4.9275	4.3401	4.7533	4.3773	4.7981	4.8904	4.7887	5.1364	4.2843	4.4252	4.9637	4.749	4.3208	4.7254	4.4764	4.6017	4.3941	3.9622	4.5015	4.6156	4.4404	4.0812	3.7722	4.0534	4.3121	4.0591	4.6018	4.1695	3.8716	4.4598	4.0359	4.6051	4.0224	3.5363	4.4442	4.3171	4.4303	4.6008	4.4496	4.4167	4.0464	4.3704	4.1448	4.0501	4.8383	4.3554	4.6244	4.5006	4.1108	4.0658	4.4527	4.036	4.7374	4.3809	4.3006	4.7555
"AC004158.3///AK055364"	2.8426	2.4906	2.9266	2.4026	2.6655	2.694	2.8213	3.0497	2.8088	2.4315	3.3805	2.8146	1.9947	2.8146	2.6574	2.5721	2.694	3.2118	3.2459	2.6871	2.8569	2.7134	2.8149	3.0421	2.8149	3.0262	2.7732	2.727	2.4031	3.8343	2.8149	2.8149	3.0035	2.9556	2.7558	2.8149	2.5168	2.7854	2.9887	2.8253	2.9092	2.9456	3.0222	2.9158	3.2887	3.0039	2.836	2.8128	3.2785	3.5251	2.9289	2.7472	2.8729	2.8761	2.8987	2.3344	2.8042	2.8042	2.8108	2.965	2.9355	3.0767	2.9447	2.9044	2.8467	2.7361	3.3812	3.1606	2.8893	2.9136	2.5563	3.1574	3.0192	2.7408	3.2951	3.516	2.9393	2.8085	3.6048	3.4714	2.7958	2.4638	3.0181	2.8179	2.5758	2.8039	3.003	3.1449	2.9508	2.964	3.1677	3.072	2.2418	2.9823	2.3124	2.7253	2.6106	2.853	3.7542	2.3338	2.7949	2.8499	2.8806	2.7501	2.7897	2.8577	2.8086	3.2856	3.2303	3.1649	3.0739	2.8976	3.0763	2.9303	3.1279	2.8365	2.9189	2.9878	2.3925	2.8641	2.7551	2.8768	3.2364	2.6657
"AC004490.1///AX746733"	4.7629	4.2147	4.7675	4.523	4.517	4.4869	4.6607	4.6591	4.4852	4.715	4.6182	4.8649	4.4916	4.726	4.6705	4.7229	4.4791	4.4824	4.5332	4.8019	4.798	4.9079	5.0275	4.7461	4.7	4.7645	5.1116	4.7558	5.3436	4.0597	4.9499	4.3226	4.7464	4.3313	4.7321	4.5518	5.5141	4.9737	5.1548	4.5914	5.2001	4.7863	4.4587	4.7877	4.8309	4.4939	5.0196	4.7355	4.234	4.3497	4.7595	5.1058	4.5164	4.9459	4.7595	4.4861	4.8308	5.2449	4.7992	4.17	4.7011	4.6255	4.3275	4.6964	4.7023	4.6654	4.3174	4.6964	4.938	4.6017	4.6964	4.5946	4.7622	4.7738	4.6363	4.9383	4.5073	4.5152	4.6682	4.7273	4.9543	4.9208	4.9579	4.6134	5.1604	4.7343	4.472	4.7754	5.1894	4.777	4.3499	4.3421	4.404	5.1919	4.88	4.7706	4.6002	4.8512	4.5982	5.023	5.0937	5.0342	4.4232	4.437	4.8294	4.73	4.4198	4.4586	4.6891	5.0243	4.5042	4.0894	4.6195	4.5407	5.3141	5.3672	5.2463	4.6696	5.1408	5.0915	4.707	4.5998	4.6283	4.8378
"AC004538.3///BC040327"	3.0951	2.3466	2.5722	2.0181	2.6338	2.7021	3.0203	2.3429	2.4613	2.8526	2.4142	2.1126	2.4923	2.3466	2.1537	2.8344	2.4343	2.6956	2.5404	1.8946	2.2733	2.4211	1.9993	2.3794	2.9912	2.6658	2.6094	2.3297	2.4418	2.2085	3.2684	2.527	3.1334	2.4901	2.527	2.5936	2.8433	2.3909	2.6226	2.7773	2.1299	2.479	2.4013	2.3616	2.5431	2.5431	2.323	2.323	3.0397	3.3033	2.5452	2.945	2.4217	2.1406	2.8269	2.3926	2.5523	2.323	3.0066	2.8135	2.8157	2.479	2.479	2.479	3.355	3.3262	2.8024	2.479	2.5983	2.323	2.6114	2.479	2.7656	3.1141	2.1469	3.0181	3.01	2.1474	3.0773	3.2914	2.5352	2.5352	2.7489	2.4006	2.1725	2.3342	2.6146	2.2504	2.3581	2.7819	2.0947	2.388	2.49	2.4285	2.7527	2.2856	1.7461	2.6841	2.345	2.345	2.4217	2.2604	2.4447	2.7717	2.5853	2.685	2.4274	2.4274	2.8934	3.1649	2.4845	2.345	2.9425	2.9847	2.566	3.2347	2.9186	2.1529	2.1231	1.9901	2.8735	2.3183	2.4503	2.4274
"AC004951.6///AX747182"	8.2122	7.6301	8.0413	7.9374	7.5925	7.9386	8.1134	7.9133	7.737	7.5626	7.2708	8.2745	8.1792	7.335	7.899	7.1626	7.7647	7.7032	7.6884	7.6685	7.9053	7.6711	7.4393	7.5086	6.6465	7.0216	7.1315	6.8245	6.9544	7.291	6.9914	7.3701	7.3181	7.8892	7.0542	7.3627	6.9574	6.9421	6.7539	6.8388	7.1986	7.3525	7.4028	7.5929	7.927	7.9369	7.2848	7.5861	7.1641	7.6939	7.4199	7.5891	6.9288	7.3411	7.2841	7.0447	6.9628	7.342	6.9529	7.119	7.051	7.3104	6.658	7.0637	6.9717	7.7956	7.3263	7.5467	6.7285	7.6692	7.1768	7.3445	7.0108	7.1338	7.6166	7.9956	7.2715	7.3093	7.1142	7.3856	6.7697	7.2026	6.7767	7.0723	7.4746	7.0658	7.4132	7.4784	7.3323	7.3936	7.4087	7.6352	6.9491	7.2728	7.5439	6.8946	7.6116	7.9216	7.3327	7.0707	7.3133	7.5091	7.8623	8.0148	7.8024	7.4215	7.1236	7.4111	7.0802	7.6087	7.3914	7.1543	7.4449	7.7124	6.846	6.9182	7.4491	6.8603	7.1076	7.1907	7.3004	7.6857	6.9428	7.3776
"AC005162.4"	5.4594	4.6474	4.4373	4.3844	4.9414	5.0707	5.6873	4.7211	4.9924	5.2937	5.5246	4.5867	4.2837	4.7696	4.9389	4.896	4.7696	5.7068	5.2905	4.3656	4.6188	4.9444	4.6952	4.7452	4.88	4.6561	4.0724	4.7427	4.6099	5.09	4.6467	3.9815	5.222	4.7967	4.8027	5.1224	4.8879	5.2981	4.6176	4.6106	4.1748	4.7484	4.9762	4.1114	5.1227	5.029	4.9868	5.1743	4.9282	4.966	4.3673	4.8576	4.7192	4.7863	3.9152	4.9407	4.8594	4.5008	4.3945	4.3765	4.4576	4.908	4.6107	4.7484	4.5953	5.1053	5.4062	5.0148	4.643	5.2288	4.3356	5.0213	4.9789	4.056	5.0986	4.8225	5.0929	4.8276	5.3716	5.3798	4.9223	4.8225	4.049	4.1115	4.2481	4.7746	4.6731	4.5567	4.6068	5.2623	4.6656	4.5439	3.7143	4.6901	4.5674	4.725	3.8249	4.6652	5.3719	5.5005	4.7799	5.1911	4.7794	4.5108	5.014	4.6545	4.608	5.3737	4.7686	5.0248	4.0329	4.0761	5.2087	5.1213	4.9617	4.5413	4.0547	4.6934	4.3399	4.2614	5.0066	4.3195	4.0797	4.5519
"AC005256.1"	5.0732	4.9974	5.0328	5.0497	5.0073	4.996	4.8823	4.7431	4.9927	5.0148	4.9945	4.7972	5.0732	4.844	4.9791	5.1548	4.5937	4.7593	4.8823	4.8039	4.7886	4.9359	4.9078	5.0451	5.2012	5.108	5.099	5.028	6.0841	4.9841	5.7881	5.1337	5.1562	5.1421	4.9078	5.0042	5.2955	4.9859	5.0311	5.2254	5.2771	5.3248	5.1498	4.5738	4.9078	5.1967	4.855	4.8863	4.939	4.9665	5.1838	4.9291	4.982	5.0819	5.1066	5.1325	5.1736	5.5581	5.6489	5.332	5.3237	4.8464	5.0085	4.9854	5.0293	5.3258	4.9645	4.9854	5.0944	4.6136	5.0596	4.9854	5.2643	5.0341	4.9343	5.2214	4.9956	5.2194	4.9051	5.4144	5.1713	5.1518	5.0902	5.1041	4.9863	4.9727	5.3176	4.6877	5.0745	4.7802	5.2294	4.552	4.8937	5.2431	4.8285	4.7975	4.8995	4.7541	5.193	5.1761	5.5363	4.9813	5.2142	5.0649	4.7909	4.7657	5.0309	4.6565	5.0131	5.0131	4.9863	5.0383	4.7868	5.2527	4.8404	5.1945	5.4698	4.8682	5.1867	4.8318	4.7919	5.0476	4.9302	5.4486
"AC005306.3"	6.2297	6.3104	6.6406	7.0182	6.4427	7.0778	6.8755	7.1691	6.8778	6.8938	7.3644	6.4602	6.4682	6.7114	6.5663	6.5279	7.0055	6.7932	7.3821	7.08	7.2193	7.1021	6.4438	6.9021	6.7262	6.9882	6.8671	6.7148	6.3271	6.1139	5.9287	7.0206	6.7161	6.7248	6.4382	6.6233	6.9355	6.4881	6.8779	7.7888	7.4924	6.938	6.7913	6.6078	6.7105	6.9246	6.7879	6.7472	6.4112	6.2799	6.9464	6.8324	6.6621	7.0771	6.2989	6.4294	6.2196	7.3457	6.4795	6.6707	6.1403	6.782	7.2079	7.1129	6.7352	7.2706	6.8276	6.7638	6.5403	6.6361	6.4017	6.5961	6.0747	6.5052	6.7671	6.566	7.0237	7.175	6.152	6.0877	6.6448	6.6551	6.3473	6.9655	7.125	7.0623	6.6358	6.8394	6.992	7.2205	6.7932	7.808	6.6376	7.1094	6.4573	7.1243	6.8155	6.6333	7.2436	7.4617	6.4512	6.6783	7.0713	6.9538	6.6908	6.2857	6.861	7.1639	6.6365	6.8721	6.8466	6.6594	7.1199	7.1888	6.5471	6.462	7.0995	6.3504	6.8012	6.7127	6.4054	6.5448	6.3056	6.4377
"AC005498.3"	3.6868	4.0853	4.0446	4.339	3.5906	4.0571	4.4371	4.1708	4.0276	4.0208	4.266	3.8805	4.1105	4.4338	4.4623	4.0522	3.8668	3.9615	3.9447	4.0249	4.2175	3.8448	4.2961	4.3617	4.0434	3.7949	4.0845	4.1205	4.3825	4.0749	3.7764	4.0985	4.1238	4.2236	4.3494	3.8157	3.6275	4.3211	4.1284	4.1152	4.6489	4.1208	4.0784	3.6736	3.7533	4.183	4.4865	4.1812	4.1568	3.6921	4.6872	4.3766	4.1005	4.5424	4.1265	4.3656	3.9502	4.4273	4.0902	4.4485	4.1488	4.52	3.7471	3.8138	3.884	4.1847	4.1086	4.5423	4.418	3.8999	4.2344	4.2707	4.1842	3.9719	3.8794	4.2175	3.6852	4.6937	3.6878	4.1429	4.6292	4.4461	4.1715	3.9266	4.0264	4.1163	4.6853	4.2032	4.5577	4.3318	4.1974	4.3653	4.139	4.6792	3.8244	4.4556	4.3305	4.2818	4.02	4.3413	4.4231	4.5249	4.0658	4.3979	3.7219	3.9371	4.1211	3.9863	4.0571	3.8684	4.1519	4.0929	4.0429	4.3699	4.2155	3.9062	4.5309	4.1494	4.3759	4.1446	3.7875	4.2119	4.0837	4.3848
"AC005523.2"	8.5041	8.2559	8.595	8.5438	8.3415	8.45	8.1605	8.2149	8.0451	8.5171	8.2957	8.6661	9.0979	8.4175	8.74	8.5738	8.6359	8.1826	8.7532	8.4432	9.0634	8.7454	8.5026	8.2864	7.7391	7.9395	7.9319	8.1432	9.1874	7.9279	7.8127	8.13	7.7171	8.0133	8.0571	7.8181	8.2441	8.3061	8.0444	8.149	8.0679	7.9393	8.4618	8.1547	7.6104	7.637	8.1382	7.9038	7.6174	7.4997	8.1171	8.305	7.46	7.8935	7.3506	7.6046	8.3339	8.3607	8.5335	7.8209	7.9628	8.0829	8.4061	8.7416	7.9153	8.3706	8.0101	8.0768	7.8573	8.2414	7.8485	7.7563	7.8802	7.4671	7.5197	7.3134	7.9384	8.2275	7.6625	7.5401	8.2349	8.3081	7.754	7.8188	8.6953	7.8119	8.4179	8.46	8.6032	8.0591	8.1064	8.2226	7.7956	8.0477	7.9008	8.0759	7.7494	7.5857	7.5504	8.0316	8.8007	8.0831	7.3093	7.5595	7.9267	7.5068	8.1041	8.0859	7.0384	7.7679	7.66	7.445	7.6171	7.9008	8.2308	7.8465	8.6785	7.7091	8.2155	7.6099	7.6525	7.9609	8.0082	7.7542
"AC005523.3"	4.3238	3.8938	3.9772	4.8373	3.7049	4.1237	4.4791	4.0797	4.5542	4.3892	4.4153	3.8711	4.4331	4.2899	4.4686	3.6938	4.1512	4.2836	4.4383	4.3559	4.3755	4.8717	4.4355	5.0101	4.3304	4.5167	4.7005	4.5669	4.9671	4.2655	4.2173	4.4515	4.5608	4.2911	4.2363	3.929	4.8971	4.4257	4.2715	4.5145	4.9791	4.4451	4.4531	4.0509	4.5186	4.5982	4.4329	4.4462	3.8514	4.0067	4.8312	4.1479	4.184	4.7814	4.3572	4.4045	4.727	4.7598	4.207	4.5097	4.1602	4.6429	4.5304	4.4156	4.6601	4.6322	4.3663	4.4156	4.4025	3.8528	4.5833	4.3238	4.1986	3.9627	4.1773	4.2989	4.2826	4.9707	3.8016	4.1472	5.0284	4.3175	4.8177	4.3238	4.587	4.6494	4.2574	4.4125	5.0307	4.0378	4.5074	4.6754	4.2984	4.5704	3.7242	4.8602	4.9949	4.4892	4.9805	5.0796	5.143	4.6124	4.407	4.4485	4.4641	4.7285	4.319	4.511	3.7373	4.3964	4.5618	4.4788	4.5604	4.7054	4.779	4.7951	5.0662	4.2062	4.9204	4.9143	4.2574	4.5854	4.3926	4.6816
"AC005537.2"	3.88	4.5186	3.253	3.0811	3.8648	3.121	3.701	3.4187	3.3164	3.2727	3.2482	3.3524	3.4036	3.2742	3.4351	3.5627	3.4389	3.3164	3.3249	3.3164	3.305	3.2391	3.1831	2.9517	3.8782	3.9861	3.8408	3.4638	4.1364	3.324	3.63	3.3178	3.141	3.324	3.5852	3.3178	3.2689	3.3378	3.7463	3.3839	3.5165	3.4051	3.2557	3.2413	3.3178	3.3178	3.2957	3.5789	3.356	3.2782	3.3821	3.7256	3.2782	3.1227	3.2557	3.5765	3.4113	3.2955	3.9854	3.3105	3.527	2.795	2.9306	3.8553	3.3165	3.3784	3.4051	3.4051	3.2741	3.2529	3.0189	3.6111	3.4542	4.176	4.0294	3.8513	3.2646	3.5145	3.3134	3.3231	3.2144	3.7599	3.3588	2.9009	2.8846	3.0847	3.3991	3.4342	3.324	3.324	2.8931	3.3649	3.6772	2.992	3.3437	3.5183	3.2923	3.2913	3.274	3.2176	3.8095	3.2913	3.2612	4.1123	3.0807	3.306	3.1431	3.254	3.4088	3.4088	3.1247	3.2316	3.7039	3.5017	3.3051	3.1102	3.5601	2.7923	3.4844	3.2149	3.3437	3.3437	3.256	3.2468
"AC005592.3"	3.17	3.4271	3.425	2.9424	3.6092	3.4948	3.2733	3.4121	2.2449	3.2641	3.1849	3.0424	1.9462	2.6656	2.5512	3.656	3.1301	3.9315	2.9867	2.5447	3.2165	2.1778	1.9034	2.8633	3.8157	3.228	2.5114	2.5689	3.6894	3.5282	3.7832	3.2977	3.4883	3.1832	3.2575	3.5701	3.4403	2.8525	3.2402	3.1236	3.3097	3.6304	3.1928	2.6334	3.1984	2.7112	3.6251	2.8045	3.8859	4.1986	2.9488	2.7316	2.8041	2.5257	2.7727	2.6334	3.8431	2.7771	4.2268	3.375	3.1877	2.5497	2.6941	3.5564	3.9596	2.7999	3.5704	3.136	2.7999	2.7999	3.8193	3.0005	2.9334	3.8356	3.493	3.9006	3.1283	3.2031	3.7732	3.8144	2.5972	3.0039	3.0039	3.2569	2.3827	2.6616	2.4808	3.3443	2.9712	3.4148	3.1548	1.6616	2.6077	2.9931	2.9953	2.41	2.6509	2.4249	2.8682	2.4705	2.5345	2.5273	3.1467	3.0941	3.0678	2.9034	3.5873	3.4601	3.446	3.3095	2.7975	2.6879	3.2269	3.2202	3.1933	2.8726	3.0008	1.9446	2.9297	2.2365	2.9922	2.7766	3.657	3.3654
"AC005606.14"	5.4324	4.8809	5.074	5.3293	5.0274	5.3955	4.6095	5.3511	5.3922	5.1451	5.4309	5.205	5.2179	5.5448	5.4877	4.664	5.2083	4.9208	5.1652	5.5079	5.201	5.1146	5.4418	5.1373	5.1222	4.995	5.2609	5.4157	6.0103	4.8787	5.0379	5.2416	5.2453	5.3114	5.2651	4.8028	5.363	5.3786	5.4569	5.0731	6.1305	4.8894	4.9738	5.3531	5.4982	5.3951	5.4264	5.9039	5.2114	4.6032	5.321	5.7145	4.6814	5.875	5.0798	5.1249	4.2964	5.192	4.9821	5.0567	4.7022	5.1923	5.1338	5.1935	5.0427	5.2812	5.4537	5.3518	5.2661	5.7245	5.2291	4.9224	4.9654	5.1208	4.5089	5.206	4.8284	5.4413	4.779	4.9212	5.3295	5.1161	5.0851	4.9577	5.5903	5.3465	5.5931	5.6966	4.3982	5.0625	4.9269	5.4669	5.2689	5.5925	5.2922	5.1649	5.3909	5.1254	5.1483	5.0905	5.8441	5.6437	5.0222	5.692	5.1806	4.9017	4.4272	4.7948	4.6871	4.9619	5.2776	4.8839	5.0278	4.8131	5.5442	5.6276	5.2383	5.56	5.4916	5.5518	4.9444	5.316	5.5354	4.9513
"AC005754.7///BC016751"	1.3736	1.4802	1.5945	1.5118	1.7968	1.4932	1.4004	2.1195	1.3316	1.7102	1.3964	1.4802	2.1851	1.4802	1.5932	1.4829	1.3992	1.7149	1.4004	1.2101	1.7616	1.3564	1.3729	1.5669	1.9391	1.3729	2.1334	1.4052	1.3759	1.3302	1.4027	1.1711	1.3302	1.3302	1.9235	1.9465	2.0966	1.3753	1.8874	1.4329	1.335	1.3736	1.4073	1.2792	2.1629	1.3729	1.4736	1.4736	1.4301	2.1851	1.5131	1.3977	1.4329	1.0251	1.292	1.6062	1.4736	1.4736	2.4001	1.4329	1.3592	1.3736	1.466	1.3592	2.2186	1.4843	1.6833	1.3807	1.7791	1.4736	1.335	1.2282	1.684	1.3299	2.4475	1.4002	1.3299	1.8423	2.259	1.8851	1.5942	1.4942	1.6971	1.7477	1.6954	1.5107	1.3299	1.423	1.3302	1.3302	2.301	1.6962	1.0729	1.5162	1.3313	1.6365	1.4303	1.6367	1.5285	1.479	1.465	1.2294	1.8652	1.3346	1.4276	1.4413	2.1113	2.0307	1.3592	1.4579	1.2909	1.7907	1.4239	1.4239	1.3994	1.5934	1.7479	1.3016	1.9805	1.4239	1.3313	1.6198	1.3938	1.3938
"AC005785.2"	4.2348	3.9139	4.272	4.1613	4.0546	4.0349	3.4884	3.9034	4.1602	3.8151	4.356	4.2646	4.4625	4.3477	3.4607	4.2012	3.6198	4.1694	4.3406	4.0663	4.327	4.0741	4.2465	4.6884	4.1158	4.7534	4.6756	4.132	4.1822	3.9898	4.3962	4.4848	4.6775	4.2762	4.1428	3.8955	4.1451	4.4117	4.1413	4.4062	3.7189	3.7936	4.0871	4.2728	4.2331	4.0598	4.2094	4.2744	3.8739	3.6995	4.4067	4.2713	4.4393	4.5087	4.3814	4.2539	4.348	4.4083	4.1372	4.3318	4.1542	3.8928	4.3735	4.2567	4.2005	4.0267	4.5218	4.2856	4.4932	4.1995	4.3097	4.2937	3.9501	4.1145	4.2901	4.264	4.0054	4.6802	4.189	4.7231	4.9883	4.2689	4.5511	4.378	4.6274	4.343	4.2712	3.7885	4.225	4.0904	4.5877	4.1595	4.1929	4.4947	4.2866	4.1931	4.4598	4.2261	3.9122	4.5877	4.332	4.5393	4.1531	3.8845	3.896	4.5731	3.9399	4.4983	4.6147	4.1718	4.3209	3.6742	4.4849	4.2422	4.2541	4.354	4.5345	4.3075	4.282	4.0268	4.2065	4.4704	4.474	4.2026
"AC006026.13"	5.2383	4.5304	4.914	4.6538	4.6682	4.9315	5.2131	4.9259	4.7871	4.6287	4.6038	4.2347	4.7043	4.7358	4.7463	4.6687	4.4956	5.3974	4.527	4.406	4.6904	4.5899	4.3869	4.6702	4.6546	4.9619	4.337	4.2597	5.0378	4.5616	4.9072	4.9039	5.0197	4.6471	4.4594	4.7143	4.8102	4.4353	4.4549	4.6134	5.087	4.8387	4.2503	4.6466	4.5395	4.7863	4.4812	4.7769	5.1651	4.7623	4.9447	4.8834	4.7708	4.3765	4.7802	4.389	4.5243	4.4441	4.6863	4.9222	4.3615	4.5042	4.4181	4.646	4.3369	4.4812	5.0189	4.8287	4.8352	4.488	4.314	4.3906	4.8815	5.1155	4.748	5.4192	4.6061	4.1129	4.413	5.3137	4.6457	4.6916	4.3423	4.5044	4.3818	4.5596	4.6719	4.4569	4.6302	4.3928	3.934	4.7989	4.645	4.7727	4.7637	4.1246	3.9092	4.9479	5.597	4.4882	4.4863	4.8467	4.0364	4.5168	4.5036	4.1467	4.6732	5.3443	4.3733	4.544	4.6158	4.8158	4.8068	5.0356	4.6701	4.7723	3.9413	4.178	4.0791	4.3459	4.787	4.2883	4.3843	4.5873
"AC006129.2"	6.7592	7.202	7.2313	6.1542	5.9091	7.335	6.5753	6.4014	6.3121	6.1501	7.0314	6.8372	7.4252	6.2568	7.1684	5.5605	6.6792	6.0007	6.4944	7.0281	6.147	7.0113	6.3515	5.7886	4.1155	4.0157	4.8033	5.1366	5.0771	5.8608	4.2266	6.067	4.788	5.7753	5.1033	5.4982	5.1637	5.4917	4.6838	5.2327	4.5285	5.1302	4.2353	6.7546	4.6563	4.9499	4.3465	4.889	4.4504	4.587	3.5493	5.4748	4.9535	5.7756	5.5466	4.9854	5.0456	5.2049	4.8744	4.8442	3.8011	4.4251	5.4774	5.5538	4.293	5.3509	5.2587	6.5024	4.9558	6.2832	5.1142	5.1302	5.1823	4.8857	5.3092	5.488	5.2826	4.5574	5.1065	4.7876	4.5183	5.0866	4.4022	4.4486	5.5568	5.2985	5.8479	6.4328	5.0774	5.6761	5.1912	5.5598	5.4241	5.0942	5.8065	3.5694	5.8579	5.5028	4.5	3.3257	5.6537	5.8093	4.6728	5.4595	5.0758	4.7227	4.6332	4.4786	4.7458	4.9675	5.6781	6.0183	4.88	5.219	4.3827	3.9899	5.1117	5.6337	4.232	4.9128	5.2515	5.2289	5.1424	5.1542
"AC006538.1"	4.1291	4.1191	4.0422	4.3075	4.3264	4.3929	4.7736	4.1097	4.2786	4.183	4.4764	4.4293	4.1532	4.2008	3.9403	4.6243	4.5164	3.8676	4.2466	4.1925	4.7481	4.553	3.934	3.8403	4.2676	4.546	4.6083	4.5969	4.7172	4.1493	4.3975	4.3892	4.5125	4.3079	4.4081	4.4334	4.5992	4.1041	4.35	4.5818	4.8488	4.0716	4.6777	4.1441	4.3674	4.5804	4.3956	3.9267	4.1052	4.118	4.3643	4.4092	4.4185	4.0552	4.2322	4.2659	4.572	4.3623	4.4785	4.1569	4.3469	3.9022	4.6296	4.6492	4.4189	4.7844	4.4726	4.3469	4.3434	4.374	4.3469	4.4992	4.2729	4.2247	3.9598	3.9887	4.0784	4.4082	4.4653	4.2265	4.7872	4.4758	4.2	4.1593	4.5367	4.1849	4.353	4.0258	4.5878	4.2611	4.9426	4.7071	3.8737	4.7329	4.0792	4.3943	4.3534	3.7027	4.0189	4.589	4.8107	4.5029	4.4667	4.0913	4.3335	4.1497	3.6465	4.1746	3.9441	4.1276	4.382	4.3161	4.3721	4.6892	4.3094	4.089	4.885	4.1637	4.4647	4.0181	4.3032	4.5711	4.7545	4.3822
