"ID" "GSM712478"	"GSM712479"	"GSM712480"	"GSM712481"	"GSM712482"	"GSM712483"	"GSM712484"	"GSM712485"	"GSM712486"	"GSM712487"	"GSM712488"	"GSM712489"	"GSM712490"	"GSM712491"	"GSM712492"	"GSM712493"	"GSM712494"	"GSM712495"	"GSM712496"	"GSM712497"	"GSM712498"	"GSM712499"	"GSM712500"	"GSM712501"	"GSM712502"	"GSM712503"	"GSM712504"	"GSM712505"	"GSM712506"	"GSM712507"
"AC090627.1"	3.9261	3.4449	3.0069	3.1764	3.4212	2.9425	3.092	3.2907	3.7699	3.3312	3.445	3.0714	3.9286	3.362	3.3312	3.1476	3.4192	3.3843	3.6418	4.1791	3.3296	3.2436	3.3647	3.7652	3.7282	3.2031	3.2015	3.5786	3.9362	3.385
"AC091133.1"	6.2616	6.1851	5.6717	5.6478	5.5342	6.2428	5.5045	6.2725	5.8026	5.7753	6.2499	6.1327	6.0806	5.9938	6.0096	5.9424	5.877	6.1056	6.29	6.0594	6.4785	5.975	6.0451	5.8158	6.1148	6.1954	5.7266	5.7179	6.1173	6.2796
"AC091633.3"	2.3829	2.4105	2.5342	2.2004	2.3269	2.4226	2.52	2.3491	2.7386	2.3932	2.5101	2.7007	2.5825	2.5547	2.4545	2.3046	2.5544	2.3909	2.5511	2.4001	2.4353	2.3006	2.537	2.4774	2.6579	2.6074	2.5052	2.5757	2.3456	2.5656
"AC092155.4///BC038779"	3.4557	3.1647	3.1944	3.2305	3.0512	3.2653	3.2363	3.0659	3.1018	3.1042	3.0012	3.0392	2.8755	3.2275	3.042	3.0066	3.0024	3.2098	2.9688	3.1791	3.1477	2.7037	2.8769	3.0082	2.9976	3.0311	3.3666	3.2675	3.4467	3.0082
"AC092620.2"	7.3115	7.115	7.1492	7.0822	7.3228	6.7138	5.8353	7.6849	8.1536	7.2028	6.8143	7.464	6.9916	6.4384	7.5736	6.5748	6.7659	7.474	7.1096	7.6351	7.0977	7.6141	6.8113	7.2379	7.355	5.697	6.0676	7.2629	7.4522	7.3067
"AC092660.1"	4.9777	4.5424	4.893	5.1335	4.5217	4.5725	4.3757	4.6827	4.2566	4.3826	4.9794	4.5423	4.4283	4.1084	4.5725	4.2138	4.3402	4.6197	4.6634	4.9946	4.6593	4.1424	4.1352	4.4119	4.8052	4.4636	4.5704	4.5267	4.7141	5.0425
"AC092667.2"	3.0986	3.0986	3.1706	3.3195	3.0309	3.0108	3.1101	3.3338	3.0687	2.9392	3.2666	3.1787	3.0161	2.886	3.0977	3.0986	2.9848	3.0743	3.0383	3.1002	2.8915	3.2394	3.0986	2.8696	3.0986	3.3312	3.0327	3.4392	3.006	3.354
"AC099684.1///BC040634"	3.3519	3.4748	3.4094	3.307	3.2113	3.4106	3.9543	3.538	3.2094	3.2643	3.1467	3.0851	3.1829	3.3519	3.3857	3.5193	3.2189	3.4523	3.3743	3.3581	3.2459	3.2618	3.252	3.4194	3.6297	3.5034	3.7261	3.5723	3.4187	3.2603
"AC099850.1///BC017255"	3.0473	3.3611	3.1763	3.4905	3.1312	3.2437	3.8458	3.4496	3.3843	3.43	3.4587	3.5066	3.4516	3.307	3.2168	3.1991	3.0001	3.2625	3.3532	3.3096	3.2542	3.264	3.2845	3.4794	3.3439	3.6251	3.5443	3.3961	3.1944	3.4232
"AC100830.4"	3.7925	4.0409	3.7613	3.7712	3.9248	3.9026	3.9103	3.6543	3.73	3.7579	4.085	3.8399	4.1397	4.0095	3.9898	4.171	3.9026	4.1278	4.0491	4.0997	3.8727	3.937	4.1809	3.9672	4.4417	4.2309	3.9601	3.6499	3.7502	3.6675
"AC104667.3"	5.4062	4.9293	5.43	5.7648	5.5426	5.1596	5.2779	5.2397	5.1631	5.1581	5.2278	5.1153	4.9879	4.7109	5.1519	4.9086	4.8116	5.1631	4.8904	5.3333	5.6361	5.1631	4.9813	4.9899	4.9447	4.985	5.1338	5.2565	5.5197	5.2358
"AC106801.1"	6.1637	5.8454	6.6084	5.9117	6.3329	5.5654	5.9826	6.5135	6.4927	6.129	5.8262	5.6959	5.6315	5.7766	5.897	5.4306	5.22	5.9085	5.7758	5.9242	5.9502	5.2919	5.5772	5.8101	5.1537	6.1109	5.847	6.1187	6.0536	5.4872
"AC108056.1"	2.6065	2.6296	2.7246	2.8015	2.7055	2.7545	2.5814	2.7321	2.5165	2.7097	2.6862	2.5751	2.5531	2.8502	2.7685	2.6557	2.6932	2.7354	2.7354	3.0765	3.1293	2.8251	2.5431	2.901	2.7328	2.758	2.9688	2.8829	2.8165	2.5198
"AC114730.11"	4.019	4.1389	3.4888	4.0153	3.7972	3.804	3.9619	3.9324	3.8809	3.9643	3.6966	3.8773	3.7538	3.6017	3.8364	3.703	3.6102	3.808	3.9494	3.7552	4.1445	3.804	3.6262	3.4942	3.8437	3.9445	4.4262	4.145	3.9854	3.8406
"AC114752.3"	3.2403	3.0276	3.327	3.2521	3.2141	3.5713	3.5204	3.2776	3.1091	3.0374	2.8857	2.9975	3.0683	3.1879	3.0165	2.9253	2.7085	3.3611	3.1219	3.3374	3.2244	3.0144	2.8675	3.069	3.0938	2.7439	3.4641	3.3792	3.1245	2.7862
"AC124997.1"	2.7585	2.6063	2.5279	2.5205	2.5744	2.7625	2.517	2.5165	2.4691	2.6657	2.3512	2.541	2.4535	2.4485	2.6209	2.493	2.5497	2.7105	2.6292	2.5943	2.5476	2.2706	2.5082	2.411	2.5753	2.7287	2.5439	2.681	2.4991	2.6267
"AC139100.2///PARD6G-AS1"	5.2478	5.4455	4.961	5.4312	5.124	5.0155	5.0559	5.1112	5.3973	4.7874	4.9206	4.8891	4.8061	4.8654	5.2065	4.8663	4.7505	5.1881	4.769	5.0699	4.9458	4.6261	4.7831	4.9744	4.6517	4.9908	5.0874	4.9807	5.1781	4.8453
"AC139100.3"	3.1245	3.3466	3.2934	3.5137	3.4827	3.1802	3.6274	3.2688	3.1183	3.1985	3.0938	3.1427	2.957	3.0607	3.3248	3.0788	2.7261	3.1715	3.0095	3.2092	3.307	2.7489	3.0509	3.0555	3.0793	3.08	3.6367	3.3605	3.0328	3.1647
"AC141928.1"	5.3502	5.3645	4.9584	5.1374	4.9368	4.9717	5.2086	5.1319	4.7793	4.8183	4.9734	5.0339	4.9255	5.0028	5.0867	4.8927	4.7672	5.3628	5.1258	4.9873	5.2141	4.6128	4.8768	4.8967	4.8568	5.0806	5.4703	5.0847	5.0695	5.3906
"AC144652.1"	5.3877	4.8367	5.1879	5.4376	4.8076	5.2609	5.5473	5.2544	4.8494	5.1852	5.5282	5.281	5.0739	5.3185	5.3667	5.4578	5.3292	5.3226	5.511	5.3671	5.4707	5.0812	5.2353	5.4612	5.5646	5.4964	5.99	5.6427	5.4639	5.5783
"AC145343.2"	4.632	4.4515	4.164	4.5299	3.8533	4.2913	4.3658	4.6884	4.6485	4.7128	4.5331	4.3449	4.4438	4.4748	4.3575	4.5436	4.4055	4.5933	4.3718	4.7717	4.816	3.9585	4.0849	4.3913	4.3507	4.693	5.0792	5.2632	4.4077	4.637
"ACAD11///NPHP3///NPHP3-ACAD11"	5.7152	5.7379	5.0031	5.3681	4.8868	5.0053	5.262	5.5039	5.4959	5.6123	5.8374	5.3111	5.5355	5.3714	5.7622	5.699	5.5376	5.7643	5.8488	5.3062	6.0139	5.7421	5.775	5.532	5.7544	5.5888	5.8731	5.6213	5.7686	5.627
"ACBD5"	5.167	5.4573	5.9384	5.9066	6.4143	6.1916	5.5493	5.7892	6.9568	5.7198	5.5934	5.5335	5.5919	5.6958	5.6004	5.6491	5.8859	5.4122	5.6418	5.2758	5.6071	6.0241	5.843	5.5299	5.5002	5.7929	5.3263	5.5087	5.0957	4.8026
"ACKR2"	5.3773	4.9844	4.9197	4.9924	4.877	4.8326	5.0326	4.912	4.5393	4.9114	5.3486	4.8086	5.1317	4.912	5.2122	4.677	4.5974	4.9957	4.9359	4.775	5.0864	4.7146	4.7159	4.9147	4.7535	5.0974	4.9366	5.2121	5.1987	5.4365
"ACTA2-AS1"	3.9656	3.9921	4.3162	4.5855	4.1913	4.1576	4.3796	4.4634	4.0209	3.99	4.1133	4.1927	4.2419	4.0263	4.1409	3.9786	4.3018	4.0276	3.9724	3.9869	4.4644	3.8777	3.9255	3.9056	4.0601	4.1969	4.0138	4.2882	4.0487	4.1013
"ACVR2B-AS1"	5.7244	5.3455	5.1542	5.3415	5.2255	5.2182	5.3667	5.2394	4.8514	4.934	5.1145	5.1267	5.4231	5.2029	5.2014	4.7569	4.9311	5.4012	5.2164	5.5082	5.6434	4.6172	5.0301	4.8437	4.9581	5.3495	5.3576	5.3493	5.6689	5.6571
"ADAMTS9-AS2"	4.7585	4.4646	4.5484	4.8461	4.5589	4.5257	4.5676	4.2175	4.664	4.4326	4.2846	4.2194	4.1556	4.246	4.6291	4.1028	4.1164	4.4364	4.2398	4.4938	4.3698	4.0744	3.9332	4.4931	4.1899	4.2914	4.6184	4.5126	4.4126	4.4877
"ADARB2-AS1"	6.2155	5.7631	5.8281	5.7918	5.7589	5.8978	6.2728	5.4403	5.2354	5.659	6.0571	5.8106	5.8822	5.8317	5.9956	5.5989	5.4656	6.0378	5.9418	5.8917	5.9937	5.3324	5.659	5.8531	5.6468	5.898	6.0503	6.0977	5.9738	5.7238
"ADD3-AS1"	3.9766	3.5423	3.7979	3.5531	4.0181	3.6293	3.924	3.6703	4.0627	3.5281	3.5139	3.5895	3.7755	3.76	3.6298	3.8015	3.3608	3.4751	3.4824	3.6383	4.0553	3.513	3.6066	3.3815	3.6544	3.6465	3.6317	3.4595	3.7445	3.8559
"ADIRF-AS1"	5.7338	4.8625	5.0924	5.3183	4.8076	5.6519	5.8261	5.0164	4.5766	5.2361	5.1395	5.3076	5.1212	5.3355	5.0425	5.0306	5.245	5.3768	5.5878	5.263	5.4455	5.0375	4.7887	5.5682	5.4585	5.434	5.635	5.3768	5.2723	5.5227
"ADORA2A-AS1"	3.8028	3.5388	3.8853	3.8252	3.9362	3.9599	3.9265	3.8478	3.567	3.6403	3.7605	3.556	3.7519	3.598	3.5582	3.3843	3.4762	3.5757	3.7048	3.6389	3.6647	3.5468	3.3674	3.3745	3.5732	3.5754	3.6415	3.7923	3.7443	3.7005
"ADORA2A///SPECC1L-ADORA2A"	6.3251	6.9134	7.8457	8.498	7.5597	7.6067	7.6739	7.6417	8.0498	8.1442	7.8259	7.6408	7.5387	7.2313	7.0965	7.3854	7.4311	7.1662	7.2832	7.492	7.883	7.6845	7.2328	7.3483	7.3267	7.1951	7.0308	7.3854	7.5024	6.9818
"AF001548.5"	5.7432	5.4519	6.28	5.1589	6.9012	6.5735	5.4296	6.417	4.869	6.0304	7.177	6.801	7.2553	6.6202	6.5474	7.0779	6.6785	7.1821	6.655	6.0843	6.9425	7.4964	6.2521	6.4322	6.3861	6.2945	5.4473	6.9836	6.0357	6.4642
"AF067845.1"	3.6203	3.2513	3.0402	3.2887	2.9714	3.2202	3.4101	3.1308	2.9751	3.0009	2.9247	2.9915	2.9043	3.0686	3.1108	3.2354	2.9513	3.2123	3.2314	3.0716	3.2573	3.0406	2.9388	3.1452	3.2897	3.3532	3.5056	3.3496	3.3338	2.8375
"AF086102///RP5-994D16.3"	3.7682	3.5623	3.6016	3.4725	3.4337	3.4017	3.7852	3.2733	3.3287	3.5688	3.7169	3.4019	3.2721	3.6306	3.2341	3.4307	3.3209	3.4824	3.3899	3.442	3.814	3.3086	3.1218	3.4773	3.4824	3.6061	3.4687	3.8647	3.4878	3.9801
"AF086125///RP11-61A14.1"	3.0477	2.8563	3.2249	3.0223	3.2019	3.3714	3.3301	2.9911	2.9626	2.8563	3.2254	3.0719	2.9793	3.0584	3.0884	3.2138	2.708	3.1076	3.1693	3.1188	3.0389	2.7476	2.7419	2.9347	2.8918	2.8001	3.1599	3.0415	2.9867	3.0402
"AF086154///RP11-432J24.5"	3.4958	3.3054	3.5891	3.6352	3.6008	3.2896	3.819	3.3754	3.2391	3.3432	3.4036	2.9747	3.3695	3.2382	3.7772	3.436	3.1229	3.443	3.3158	3.6127	3.4985	3.1547	3.1598	3.0137	3.203	3.6193	3.3879	3.4112	3.4061	3.6068
"AF086219///CTD-2647L4.1"	4.7664	4.8076	4.9102	4.9451	5.0008	5.1803	5.0294	4.6868	4.4385	4.761	4.7062	4.8962	4.8076	4.8	4.893	4.6543	4.6122	4.6743	4.8076	4.8797	4.8716	4.6628	4.5855	5.0107	4.657	5.0439	5.0731	4.6416	4.977	4.5802
"AF086288///RP11-768F21.1"	5.3553	5.243	5.3283	5.2653	4.8875	5.4291	5.5997	5.1781	5.1735	4.9517	5.2078	4.9464	5.1061	4.6737	5.1955	4.8831	4.8443	5.1352	5.1825	5.1352	5.1045	4.5546	4.975	4.8842	5.4343	4.8367	5.5807	5.3787	5.1743	5.4403
"AF086294///RP11-485M7.3"	4.327	4.2106	4.4494	4.1323	4.145	4.2736	4.516	4.5608	3.8573	4.0364	4.0069	4.0267	4.0308	4.1778	4.0239	4.208	3.8936	4.0957	4.0357	4.1323	4.1432	3.9998	3.9013	3.8848	3.9082	4.1032	4.43	4.5757	4.3907	4.1033
"AF131215.3///C8orf15"	3.7331	3.4905	3.0925	2.9211	2.8748	3.0632	3.5256	3.0361	2.9892	3.3659	3.4194	3.3335	3.4978	3.4692	3.6306	3.1844	3.6401	3.7308	3.66	3.982	3.7012	3.6234	3.7504	3.7903	3.6624	3.204	3.8201	3.7203	3.471	3.4194
"AF131215.4"	6.5625	5.6328	5.3137	5.3103	4.731	5.1405	4.9466	5.3333	4.9877	5.2148	5.4871	5.4621	6.394	5.5517	6.0734	4.9811	6.0816	5.8772	5.6804	6.3448	5.467	5.7112	6.4983	5.3783	6.235	5.0533	5.9394	5.7899	5.6352	5.7878
"AF131215.8"	2.5326	2.7878	2.7798	2.6466	2.8487	2.7708	2.6685	2.9744	2.5062	2.6366	2.7936	2.6121	2.6035	2.9656	2.5632	2.7363	2.7625	2.6685	2.6227	2.8103	2.9651	2.7159	2.7484	2.7877	2.7599	2.7429	2.868	2.8118	2.7448	2.744
"AF186192.1"	4.3804	4.0801	4.3615	4.6628	4.1798	4.7912	4.6323	4.3981	4.2768	4.0728	4.2514	4.2217	4.3686	4.2472	4.2121	4.0843	4.0771	4.6588	4.5133	4.3212	4.4424	4.0275	4.3267	4.1047	4.1105	4.3005	4.6362	4.1505	4.4492	4.1644
"AF213884.2"	6.3103	6.1089	6.021	6.0327	5.7889	6.2429	6.2495	6.2312	5.9807	5.987	6.2162	6.0947	6.1521	6.0145	6.1193	6.0091	5.854	6.0878	6.1619	6.2048	6.3615	5.9124	6.0607	6.1047	6.0167	6.1827	6.2417	6.5213	6.4202	6.3572
"AFAP1-AS1"	4.0185	3.6805	3.8123	4.1089	3.6248	3.8362	4.5758	3.927	3.6047	3.858	3.8267	3.8469	3.6759	3.6667	3.9036	3.8264	3.6604	3.7461	3.8473	3.9556	3.9735	3.5492	3.414	3.8216	3.7024	3.8859	3.834	4.2569	3.9884	3.6568
"AGAP11"	5.5379	5.4622	5.3352	5.4153	5.1462	5.251	5.7184	5.5171	4.7895	5.3235	5.3683	5.3345	5.3368	5.2919	5.4045	5.5435	5.1512	5.654	5.4455	5.4558	5.5834	5.0115	5.2647	5.4845	5.3332	5.5237	5.7926	5.8211	5.6278	5.7019
"AGAP11///AGAP4///AGAP6///AGAP7P///CTGLF12P///LOC101060581"	7.4555	7.1805	6.963	6.7446	7.0057	7.1032	7.1115	7.1077	6.8279	7.1712	7.5691	8.252	7.6633	7.8108	7.8645	7.8255	7.8853	7.861	7.8413	7.6068	7.7356	8.0855	7.9936	7.9926	7.7675	7.6109	7.4193	7.5753	7.8242	7.3254
"AGAP2-AS1"	5.4458	5.4975	4.9693	5.574	5.2932	5.2658	5.621	5.1321	4.8049	5.22	5.0759	5.178	5.3152	4.8747	5.1869	4.8439	4.8056	5.316	5.4422	4.9872	5.2296	4.7567	4.8396	5.178	5.0378	5.4417	5.2271	5.3743	5.2657	5.0595
"AGAP6"	4.3773	4.2986	4.6153	4.8066	4.7271	4.3705	4.2977	4.4755	3.7543	4.3143	4.4113	4.383	4.8953	4.4142	4.531	4.2735	4.4042	4.4559	4.5094	4.2643	4.6894	4.0636	4.4223	4.477	4.529	4.1792	4.2687	4.6988	4.5906	4.495
"AGPAT4-IT1"	5.9554	6.0784	6.0112	5.532	6.3919	5.9214	5.3989	5.9496	5.522	5.7004	6.5485	6.1035	5.8103	5.9957	5.9987	5.5573	5.9698	6.0481	5.9541	5.7448	5.6525	5.8106	5.8563	6.0869	6.5863	5.7026	5.576	6.093	6.2401	5.7934
"AK022793///BC043213///CTB-175P5.4"	3.8092	3.909	4.049	4.034	4.0561	4.0691	4.0851	3.5651	3.503	3.8435	3.9276	3.7839	3.8642	3.9424	3.8811	4.0255	3.7741	4.1871	3.7024	4.5175	4.0809	3.5598	3.6195	3.9057	3.8157	3.966	3.9597	4.0675	4.0559	3.6835
"AK024119///CTC-378H22.2"	6.5272	6.345	6.0875	6.5736	6.072	6.3158	6.5435	6.1367	5.8384	6.0816	6.4057	6.0831	6.3158	6.528	6.4726	6.3125	6.2189	6.7163	6.4548	6.2797	6.8055	6.1484	6.0046	6.4342	6.3037	6.34	6.4936	6.591	6.4686	6.504
"AK024242///RP11-758M4.4"	2.5496	3.0189	2.3719	2.8722	2.2012	2.5651	2.5044	2.7336	2.3611	2.4024	2.4556	2.3782	2.5904	2.4667	2.3748	2.355	2.5143	2.4209	2.5666	2.5634	2.6527	2.5006	2.2983	2.3519	2.5105	2.2991	2.6008	2.5044	2.9638	2.4232
"AK054708///RP11-547D24.1"	3.9506	3.8875	3.8607	3.9834	3.7231	4.0113	4.0671	3.7451	3.6924	3.8694	3.6557	3.6676	3.6821	3.8105	3.8806	3.7425	3.6219	3.7998	3.7387	4.0019	3.7135	3.5807	3.5797	3.5647	3.6209	3.7976	4.2597	3.9416	3.8007	3.5924
"AK055055///RP11-752D24.2"	5.4644	5.0073	4.5348	4.9748	4.8997	4.7275	5.2126	4.7573	4.6292	4.6629	5.0059	4.7515	4.6775	4.7055	4.8443	4.6227	4.5376	5.0604	4.9442	4.8793	4.8575	4.3498	4.4164	4.8644	4.8958	4.9018	5.5951	4.9584	4.828	5.1152
"AK055981///RP11-617F23.1"	5.0074	4.8532	4.3761	4.0489	4.4933	4.5399	4.476	4.4922	3.812	4.4932	5.2254	4.8521	5.2158	5.3714	5.0465	4.7792	5.4847	4.7754	5.1555	4.762	4.8004	5.4475	5.4522	5.1588	4.9246	4.9492	4.5302	4.9678	4.9881	4.7735
"AK057554///RP11-144L1.4"	2.8789	2.9526	2.6142	2.6808	2.6158	2.8695	3.005	2.7568	2.7374	2.7276	2.7278	2.585	2.7098	2.7086	2.5988	2.8605	2.7024	2.7378	2.7271	2.703	2.7765	2.4411	2.7033	2.5724	2.5479	2.801	2.9812	2.899	2.8186	2.9467
"AK093301///RP11-862G15.1"	3.1468	3.0992	3.0177	2.9856	2.9153	3.0548	3.2205	2.992	2.9075	2.8476	3.0059	3.0081	3.0029	3.0005	3.0836	3.1667	2.9712	3.2729	3.0294	3.1281	3.0723	2.9309	3.0815	2.9977	3.0512	3.0681	3.0634	3.3889	3.0999	3.4165
"AK093356///RP11-10L12.4"	5.0695	4.9327	5.4476	4.9482	5.084	5.1775	4.9897	4.7814	5.9173	4.9094	4.6612	4.2443	4.197	4.7997	4.571	4.727	4.3513	4.6206	4.7573	4.8927	4.6771	4.6801	4.338	4.7528	4.7573	4.7438	4.7573	4.8485	4.1803	4.4826
"AK093362///RP11-774D14.1"	3.4665	2.7814	3.06	3.2959	2.9267	3.2119	3.2257	3.1401	3.0298	3.1269	3.1172	3.1134	2.8777	3.0371	3.2439	3.0649	2.8886	2.7186	2.9693	3.5603	2.5349	2.8178	2.9068	2.8292	2.9726	2.9444	3.1268	3.4641	3.0546	3.06
"AK093370///CTD-3046C4.1"	3.2639	3.0427	3.2019	3.1469	3.0505	3.4294	3.0918	3.1172	3.1172	3.0507	3.1843	3.0786	3.0235	3.085	3.1203	2.8869	2.9633	2.8459	3.2263	3.1103	3.2284	3.0599	2.8222	3.2336	3.1172	3.1569	3.1172	3.0977	3.2748	3.005
"AK094733///RP11-114G22.1"	2.75	2.6063	3.0047	2.7788	2.6025	2.6039	2.8146	2.7038	2.6853	2.8725	2.8449	2.617	2.7382	2.6429	2.8165	2.7358	2.5376	2.8263	2.6929	2.7449	2.8371	2.6029	2.7515	2.8041	2.6822	2.6842	2.8319	2.7364	2.7449	2.8993
"AK096335///AP000662.4"	3.3945	3.3285	3.6006	3.6262	3.2056	3.5214	3.375	3.4147	3.0343	3.1818	3.1733	3.3935	3.7924	3.3409	3.2168	3.46	3.0995	3.134	3.565	3.7236	3.3985	3.0825	3.0453	3.5186	3.3797	3.3579	3.3935	3.3786	3.4135	3.4347
"AK097119///RP11-73M18.6"	4.6983	4.2892	4.4296	4.422	4.8953	4.2682	4.3796	4.1866	4.9507	4.4453	4.3751	4.7861	5.1344	5.0065	5.3117	4.3944	4.6407	4.6364	4.6476	4.9532	4.0946	4.4757	4.6271	5.016	5.5222	4.3427	4.5123	4.1451	4.3322	3.8849
"AK097242///CTB-127C13.1"	3.2082	3.3738	2.9686	3.1326	2.8696	3.3829	3.363	3.4184	2.7756	2.9172	3.1026	3.2054	3.419	3.0156	3.1968	3.1657	3.1692	3.3102	3.4802	3.1322	3.1755	2.9789	3.0096	3.0968	3.1497	3.2802	3.624	3.5179	3.1502	3.379
"AK097836///RP5-971N18.3"	4.1902	3.8123	3.2823	3.581	3.3206	3.4131	3.5835	3.4921	3.3185	2.8719	3.4529	3.3882	3.7566	3.421	3.5107	3.5688	3.4813	3.8859	3.7808	3.6408	3.4953	3.4227	3.4029	3.2295	3.4036	3.6556	3.6464	3.7657	3.4502	3.7154
"AK123826///RP11-510M2.2"	5.3286	5.3112	4.9903	5.6499	5.4015	5.179	5.3062	5.5428	4.1929	5.1518	5.1512	5.2918	4.996	5.1525	5.2638	5.0823	4.6787	5.0155	5.1017	5.1324	5.5653	4.3959	4.7391	4.9815	5.1467	5.4228	5.2899	5.4473	5.2285	5.5491
"AK125860///RP11-582J16.4"	5.3434	5.4935	4.4742	5.0007	4.4362	5.1923	5.396	5.6143	5.1476	5.0007	4.7159	4.7945	5.0007	4.8403	4.81	4.9668	4.4445	5.4521	5.1129	4.5344	5.1981	4.3072	4.5354	4.9411	5.2239	5.239	5.5886	5.62	4.6394	5.3018
"AL022341.3"	5.5495	6.3058	5.1424	5.9032	5.2423	5.6234	6.114	5.6121	5.2232	5.4572	5.2994	5.4363	5.5856	5.4543	5.622	5.564	5.4993	6.0735	5.6827	5.4922	6.1057	5.2178	5.189	5.4283	5.5779	5.5913	6.1978	5.85	6.0112	6.4412
"AL022344.5"	3.808	3.5424	3.5097	3.5466	3.7533	3.6924	3.4129	3.7278	3.6349	3.7845	3.7608	3.6779	3.3691	3.4986	3.6319	3.3075	3.5161	3.3921	3.5087	4.392	3.7596	3.5213	3.3323	3.6598	3.5524	3.6411	3.7888	4.0562	3.8851	3.5585
"AL110181///RP11-390E23.6"	5.0771	4.6198	4.9824	4.8106	4.8076	4.7764	5.2769	4.5205	4.613	4.7436	4.9091	4.6266	4.6139	4.6638	4.8553	4.9287	4.6604	4.8454	4.6561	4.8489	4.9311	4.8749	4.694	4.8953	4.9284	4.8382	4.7764	4.9699	4.8134	4.7333
"AL133493.2"	2.733	2.83	2.6121	2.7875	2.6355	2.8819	2.8716	2.889	2.9628	2.8534	2.6649	2.7191	2.6537	2.9497	2.6962	2.6115	2.7367	2.762	2.892	2.7911	2.9602	2.7443	2.6623	2.665	2.7477	2.6449	2.7234	2.9602	3.0081	2.7158
"AL831948///RP1-197B17.3"	5.2317	5.169	5.372	5.4098	5.1913	5.4458	5.4566	5.5622	4.9836	5.0541	5.1268	5.1584	5.4017	5.1853	5.5148	5.3952	4.9346	5.122	5.4466	5.3477	5.1374	5.096	5.204	5.2149	5.2492	5.1689	5.5783	5.5217	5.413	5.252
"ALDH1A3"	3.9528	4.1936	3.4546	4.0603	3.7022	4.1882	4.5656	3.9362	3.7734	3.6696	3.8632	3.8248	3.9362	3.9416	3.8403	3.8191	3.9221	3.7501	4.1721	4.0974	4.3698	3.5119	3.5388	4.0659	4.0503	3.9653	4.0257	4.1579	4.0722	3.713
"ALDH1L1-AS2"	5.1503	5.5493	5.2528	5.5372	5.2154	5.3629	5.287	5.0152	5.19	5.1917	5.0436	5.1689	5.1174	5.1255	5.2298	4.9251	4.9436	5.1884	5.0362	5.1997	5.5225	4.9553	4.9962	5.3683	5.1753	5.0407	5.4585	5.1761	5.5109	4.7746
"ALKBH3-AS1"	4.6556	4.2803	4.1957	4.4793	3.8971	4.1806	4.1676	4.1419	3.8485	4.1797	4.1377	3.9854	4.1014	4.1572	4.2189	4.1626	3.887	4.2401	4.1514	4.0577	4.2328	3.9351	3.8593	4.1421	4.049	4.3021	4.5926	4.3165	4.1861	4.3953
"ALMS1-IT1"	2.7202	2.6004	2.7596	2.705	2.8596	2.7343	2.8755	3.0068	2.8782	2.8395	2.7029	2.7476	2.667	2.9039	2.8214	3.0156	2.8147	2.7303	2.8755	2.5356	3.0632	3.046	2.8574	2.8293	2.8562	3.0686	2.8842	3.1049	3.0681	2.8212
"AMACR///C1QTNF3-AMACR"	3.9544	3.7661	4.1916	4.0534	5.8967	4.6275	4.1459	3.8044	4.7249	4.9469	4.4797	4.6534	4.3217	4.7767	4.3644	4.4586	4.5218	4.1588	4.2757	4.1415	4.8673	4.9423	4.599	5.0041	4.6632	4.5572	3.8801	4.3374	4.6118	4.2674
"ANKRD30BP3"	3.3881	3.676	3.4553	3.6111	3.6773	3.8873	3.7536	3.8362	3.6108	3.8356	3.5014	3.6431	3.35	3.3823	3.6436	3.5183	3.0145	3.5301	3.4103	3.7746	3.6647	3.6589	3.3242	3.5402	3.6293	3.6147	3.1093	4.0848	3.7742	3.788
"ANKRD44-IT1"	3.5022	3.1376	3.1119	3.2904	3.1928	3.4445	2.9432	2.8311	3.376	2.8817	2.872	3.1796	3.652	3.3676	3.391	3.1919	3.3443	3.4496	3.2386	3.5288	2.9446	3.1611	3.7551	3.448	3.8612	2.8323	3.1872	3.0598	3.3135	4.1466
"ANP32A-IT1"	5.851	5.3921	5.8436	5.204	7.3608	5.8697	4.8355	6.0416	4.336	5.9045	5.7038	5.9874	5.6604	5.3636	6.208	5.6065	5.5802	6.2	6.0539	5.4422	4.3978	5.8672	5.1955	5.6401	5.8829	4.6925	4.721	5.2209	5.3448	5.6107
"AP000230.1"	6.2245	6.2662	5.7511	6.0559	5.4212	5.7118	6.3464	6.1066	5.2637	5.8857	5.9097	5.6873	5.6836	5.5052	6.0368	5.5143	5.4009	6.2434	5.8336	5.9228	5.7859	5.2518	5.5082	5.8007	5.5567	5.9097	6.6096	6.3508	6.1901	6.2807
"AP000253.1"	3.2542	3.1568	3.445	2.964	2.9261	3.107	3.0777	3.405	2.886	2.8874	2.8959	2.9408	2.9545	2.9577	3.0722	2.9178	2.7547	3.0601	2.8243	3.0214	3.1555	3.1017	2.8396	2.9203	2.8846	2.709	2.9736	3.2913	3.0688	3.2106
"AP000265.1"	3.2242	3.2255	2.9686	3.2495	2.5256	3.249	3.5474	3.1178	3.3466	3.2421	3.132	2.9786	2.9483	2.8367	3.1574	2.4786	2.8424	3.0632	3.1241	3.0248	3.1085	2.9508	3.1342	3.0149	2.7692	3.4685	3.1159	3.1117	3.4622	3.2618
