"ID" "GSM1373914"	"GSM1373915"	"GSM1373916"	"GSM1373917"	"GSM1373918"	"GSM1373919"	"GSM1373920"	"GSM1373921"	"GSM1373922"	"GSM1373923"	"GSM1373924"	"GSM1373925"	"GSM1373926"	"GSM1373927"	"GSM1373928"	"GSM1373929"	"GSM1373930"	"GSM1373931"	"GSM1373932"	"GSM1373933"	"GSM1373934"	"GSM1373935"	"GSM1373936"	"GSM1373937"	"GSM1373938"	"GSM1373939"	"GSM1373940"	"GSM1373941"	"GSM1373942"	"GSM1373943"	"GSM1373944"	"GSM1373945"	"GSM1373946"	"GSM1373947"	"GSM1373948"	"GSM1373949"	"GSM1373950"	"GSM1373951"	"GSM1373952"	"GSM1373953"	"GSM1373954"	"GSM1373955"	"GSM1373956"	"GSM1373957"	"GSM1373958"	"GSM1373959"	"GSM1373960"	"GSM1373961"	"GSM1373962"	"GSM1373963"	"GSM1373964"	"GSM1373965"	"GSM1373966"	"GSM1373967"	"GSM1373968"	"GSM1373969"	"GSM1373970"	"GSM1373971"	"GSM1373972"	"GSM1373973"	"GSM1373974"	"GSM1373975"	"GSM1373976"	"GSM1373977"	"GSM1373978"	"GSM1373979"	"GSM1373980"	"GSM1373981"	"GSM1373982"	"GSM1373983"	"GSM1373984"	"GSM1373985"	"GSM1373986"	"GSM1373987"	"GSM1373988"	"GSM1373989"	"GSM1373990"	"GSM1373991"	"GSM1373992"	"GSM1373993"	"GSM1373994"	"GSM1373995"	"GSM1373996"	"GSM1373997"	"GSM1373998"	"GSM1373999"	"GSM1374000"	"GSM1374001"	"GSM1374002"	"GSM1374003"	"GSM1374004"	"GSM1374005"	"GSM1374006"	"GSM1374007"	"GSM1374008"	"GSM1374009"	"GSM1374010"	"GSM1374011"	"GSM1374012"	"GSM1374013"	"GSM1374014"	"GSM1374015"	"GSM1374016"	"GSM1374017"	"GSM1374018"	"GSM1374019"	"GSM1374020"
"KCNQ1OT1///LOC101927338"	4.5642	4.6622	4.8869	4.8728	4.7949	4.6965	4.779	4.8024	4.1698	5.0031	4.4027	4.5922	4.732	4.3319	4.4911	4.6513	4.2168	4.5993	4.8922	5.1279	4.6275	4.4183	4.2633	4.6434	4.4739	4.7279	4.223	4.501	4.1837	4.4835	4.329	4.8185	4.6267	4.4463	4.1089	4.5428	4.4235	4.6376	4.5206	4.7202	4.7264	4.9261	4.677	4.5411	4.4373	4.3309	4.2404	4.6283	4.6998	4.6075	4.5262	4.9656	4.8793	4.5834	4.8869	4.4303	4.8904	4.3807	4.1781	4.6028	4.0928	4.9462	4.4984	4.2719	4.7063	4.6335	4.7018	4.676	4.6796	4.5971	4.1223	4.1014	4.4324	5.1337	4.9648	5.204	4.2367	4.688	4.7737	4.5807	4.5164	4.4524	4.415	4.2413	4.137	3.9326	4.2452	4.3487	4.3989	4.3586	4.499	4.0444	3.9988	4.2589	3.9826	4.8411	4.2723	4.624	4.2576	4.3985	4.5979	4.364	4.4783	4.2812	4.7058	4.5496	4.5254
"KIAA0087"	2.1112	2.2526	2.3389	2.1459	1.8259	1.7463	1.9509	2.1582	2.5294	1.9577	1.7161	2.1023	2.3416	2.2804	2.0408	1.9174	2.3028	1.8573	2.2186	2.0963	1.8274	1.8408	1.8802	2.1924	1.9182	2.1607	1.9569	2.0865	2.2909	1.9964	2.1779	2.3911	2.4007	1.7201	1.896	1.8933	1.8717	2.0117	1.9391	1.9428	2.2774	1.8478	1.7609	1.7617	1.8323	1.9654	2.2581	2.0338	2.4313	2.0427	1.9831	1.9969	1.911	2.0573	2.1325	1.9306	2.0369	2.494	1.9317	1.8581	2.1262	1.8701	1.9295	1.8812	1.8158	1.9117	1.8045	1.8522	1.8174	1.9299	2.2213	1.9862	2.0811	1.8342	1.784	2.014	1.8686	2.2548	2.1136	2.0324	1.9292	1.9798	2.1475	1.9388	1.9113	1.7948	1.7707	1.793	1.9108	1.9056	2.3812	1.9121	2.1109	1.9567	1.9614	1.8167	1.9259	1.927	2.0001	1.9456	1.8619	1.8829	2.0123	1.7806	1.862	1.9771	1.8785
"KIAA0125"	3.9544	3.395	3.7707	4.6431	4.6775	5.011	5.0768	5.2851	4.5306	3.6118	4.2479	5.5372	4.1121	3.8575	4.3606	2.9159	3.2638	4.5822	3.6267	3.4829	3.2292	5.0818	4.0519	4.3535	4.3913	4.2928	4.1046	5.0672	4.0233	4.0768	4.2853	4.4177	5.5209	3.6403	3.8652	3.7206	3.9942	4.2969	4.5494	4.1894	4.0834	4.2149	5.5817	6.0787	6.0268	3.6122	4.0316	3.8251	3.7762	4.354	4.655	4.5101	3.0073	4.3763	3.3576	4.0265	3.7797	4.008	3.5677	3.7074	5.3809	6.2669	4.5827	4.727	5.2795	3.6676	4.5168	3.7067	4.3096	5.8351	5.7326	5.9006	4.974	4.1636	4.0697	4.1436	3.3066	3.44	3.9591	4.0141	4.2943	3.9171	5.375	5.1181	5.3848	5.8507	5.1414	4.7321	4.8763	4.2551	4.5101	5.4557	5.1077	4.494	4.7319	4.1384	5.055	4.6978	5.1021	5.1764	4.5567	5.5862	5.6921	5.1452	5.2862	5.8408	4.1216
"KIAA1147"	5.5034	4.9323	5.4171	5.7627	5.788	6.1308	5.1956	5.3938	5.3266	5.7096	5.3224	5.4032	5.1549	4.951	5.4172	5.16	5.25	5.5625	5.66	5.231	5.3135	5.2589	5.459	5.4531	5.1099	5.1641	5.1615	6.2271	5.4054	5.475	5.4074	4.5745	4.7956	5.9756	6.1575	5.7705	6.0436	5.9311	5.2665	5.8578	5.1267	5.1893	5.8167	5.3994	5.8963	5.7085	5.2096	5.6116	5.5305	5.1086	5.9037	6.1439	5.6329	5.9892	5.8319	6.0178	5.9552	6.1324	5.8175	5.2564	5.5718	5.7836	5.9598	5.8839	6.2621	5.8773	6.1956	5.3584	6.0977	5.5298	5.096	5.3342	4.9572	5.0636	5.3686	5.5286	5.558	4.8832	5.3845	5.2748	5.6626	5.0858	6.0858	6.3728	6.0734	6.8489	6.3762	6.6234	6.2688	6.4655	6.0342	6.148	5.8765	6.0011	6.1945	6.024	6.4757	6.0082	6.0299	6.156	5.8403	6.2962	6.5934	6.3267	6.4763	6.2441	6.1742
"KIAA1614-AS1"	3.9038	3.597	3.5608	3.5379	3.6639	3.5347	4.1697	4.3717	4.0299	3.7328	4.5066	3.6835	3.6458	3.7522	4.1537	3.9964	4.0204	3.5905	3.6669	4.0725	3.7008	3.9733	3.7734	3.8871	4.2075	4.6451	4.619	3.6851	3.6076	3.98	4.1437	4.0574	4.5309	3.4005	3.8315	3.3425	4.144	3.9358	4.2911	3.8336	4.1955	3.8315	3.9464	3.9454	4.0839	3.5518	3.8454	3.7131	3.4798	3.9923	4.2691	4.1846	4.4284	4.43	4.5855	4.1189	4.611	4.4394	4.0781	3.5487	3.8927	4.4722	3.8607	3.7128	4.2999	3.9133	3.4968	4.1284	3.9433	4.0223	3.5867	3.878	3.5633	4.2799	4.6641	4.3781	3.4829	4.2079	4.082	4.212	4.0434	3.9795	3.8351	3.8357	3.7735	3.3249	3.9174	3.646	3.5724	3.7888	3.7241	3.8235	3.6167	4.0653	3.7299	3.4489	3.7077	3.2125	3.3722	3.7897	3.7681	3.66	3.4649	3.6278	3.0067	3.9818	3.6265
"KIAA1656"	4.016	4.2772	4.2481	3.597	4.1553	3.7586	4.1722	3.9111	4.0078	3.9449	3.652	3.6895	3.9551	3.7406	3.8773	4.0067	3.7244	3.5873	3.9143	4.0781	3.8166	3.6307	3.417	3.4845	3.6956	3.5972	3.4437	3.7506	3.7045	3.519	3.8332	3.8845	3.9313	3.3059	3.554	3.2195	3.9282	4.0069	4.0712	3.9356	3.6031	3.6578	3.8237	3.6009	3.7621	3.8118	3.7378	3.7104	3.4921	3.5565	3.4496	4.3672	3.758	3.7841	3.823	3.1835	3.919	3.842	3.5703	3.8281	3.3383	3.6121	3.712	3.5523	3.5301	3.8804	3.3577	3.4577	3.5088	3.635	3.6468	3.358	3.5154	3.6993	3.502	3.7137	3.8018	3.8171	3.5028	3.8703	3.4372	3.6301	3.8783	3.9888	3.6904	3.4058	4.0694	3.6467	3.808	3.6329	3.7075	3.1812	3.7161	3.771	3.6759	3.9202	3.9402	4.2883	3.9369	3.9934	4.0374	4.3332	4.1816	3.6661	3.7987	4.4402	4.0123
"KIAA1875"	3.394	2.9767	3.1879	3.2539	3.1408	2.7693	3.3736	2.7986	2.8152	3.5259	3.0984	2.9395	3.3099	2.9533	3.1709	3.06	2.9196	2.8218	3.3817	3.6157	3.089	3.1032	3.1258	3.5661	2.9782	2.8796	3.0897	3.1355	2.8676	2.9008	2.9679	2.6346	3.8105	3.0676	3.2102	2.9828	2.8898	3.3456	3.3329	2.982	2.9452	2.8493	2.7238	3.1206	3.0194	3.0602	2.7376	3.0375	2.912	2.7941	3.0632	4.121	3.7183	3.2226	3.3384	2.8694	3.8185	3.6181	3.1886	3.292	2.5603	3.0294	3.3994	3.0381	3.6598	3.1051	2.6541	3.2099	2.8963	3.2378	3.1745	2.6326	3.3474	2.8607	3.5742	3.6189	3.703	3.3054	3.3529	2.901	2.8255	2.6203	3.0377	3.1549	3.0812	2.8619	2.8931	3.5535	2.8192	3.2081	3.3778	3.0928	3.0329	3.2006	3.4875	3.3148	2.9122	2.9767	3.1178	2.9756	3.292	3.1277	3.3315	2.995	2.8677	3.0218	3.0289
"KIF25-AS1"	3.9538	3.8591	3.9039	3.991	3.9337	3.7706	3.9471	3.7355	3.9081	4.1134	3.9176	4.0288	3.9059	4.1863	4.3074	4.1381	4.0552	4.0355	4.4008	4.0879	3.8584	3.8358	3.7743	4.1923	3.889	4.0899	3.8351	4.0281	4.0002	3.9306	3.8683	4.0969	4.3698	4.0139	3.7996	3.9609	3.8234	4.0897	3.9548	3.8231	4.186	3.9385	4.2476	4.0133	4.0345	4.186	4.0792	3.894	3.8634	3.8656	3.8615	4.4924	4.3328	4.4678	4.0798	3.7665	4.0871	3.9851	3.9801	3.7783	3.9414	4.2732	4.3115	4.0244	3.9803	3.9709	3.8614	4.1873	4.0375	4.2066	4.2243	4.1486	4.1098	4.0238	4.1946	3.9405	4.0317	3.8739	3.9426	4.5164	3.9694	4.0127	4.2025	4.1309	3.8129	3.5301	4.0825	4.2752	4.1871	4.2477	3.9469	3.8502	4.5299	4.4308	4.3248	4.1981	3.9106	4.1109	3.9376	3.846	4.2395	4.3495	4.386	3.8894	3.9739	4.283	4.3301
"KIF9-AS1"	5.5303	5.9437	5.685	5.3214	5.3158	5.3246	5.3564	5.4968	5.449	5.7499	5.587	5.7125	5.7078	5.3863	5.5493	5.5962	5.0194	5.357	5.8466	5.7918	5.4218	5.5822	5.13	5.8268	5.1382	5.4895	5.5109	5.8914	5.608	5.5454	5.7937	5.0445	5.4883	5.282	5.0911	5.4704	5.3557	5.6198	5.7615	5.5383	5.2626	5.2243	5.6554	5.5866	5.2804	5.4771	5.7125	5.3828	5.3255	5.3569	5.2745	5.9813	5.646	5.6163	5.804	5.2666	5.8357	5.9063	5.4523	5.6122	5.5086	5.3272	5.7864	5.4909	5.5349	5.3984	5.0858	5.8514	5.2411	5.7601	5.8102	5.6645	5.5711	5.6174	5.4026	4.8813	5.5937	5.6621	5.6323	5.7331	5.1897	5.2485	5.7432	5.6245	5.1156	4.9879	5.5455	5.3393	5.6272	5.7688	5.6171	5.3979	5.5868	5.6665	5.7207	5.3959	5.1832	5.5848	5.1644	5.3248	5.3343	5.9842	5.6048	5.3491	5.1747	6.4529	5.7619
"KIRREL3-AS2"	1.9153	2.2763	2.0967	2.0753	1.9395	1.9777	2.1495	2.2218	2.4192	2.6283	1.9127	1.9867	2.3045	2.0577	2.3085	2.356	2.3451	2.2289	2.5443	2.3181	2.035	2.1096	1.9089	2.3676	2.2779	1.9937	2.1265	2.3614	2.2166	2.1727	1.7483	1.9514	2.433	2.1138	2.2289	2.2886	2.3338	2.41	2.1778	2.3239	2.3315	2.1589	2.2793	2.3202	2.0503	2.2751	2.4438	2.2326	2.5766	2.2607	1.9191	3.0721	2.5934	2.6243	2.353	2.1418	2.781	2.4697	2.1553	2.6278	2.1909	2.1079	2.6183	2.7026	2.1453	2.2862	1.9475	2.3029	1.9585	2.5103	2.2289	2.4871	1.9843	2.1936	2.1588	2.321	2.3657	2.1314	2.5149	2.1883	2.2772	2.0874	2.3746	2.1224	2.6309	1.831	2.1179	2.3704	2.4982	2.1355	2.3235	1.9806	2.4062	2.6451	2.1198	2.3274	2.0307	2.2497	2.222	2.2299	2.2058	2.2882	2.3657	2.0076	2.1752	2.1504	2.5882
"KIRREL3-AS3"	2.8029	2.7878	2.9834	2.8863	2.3875	2.6741	3.1915	2.3675	2.9638	2.9189	2.397	2.9931	2.8828	2.9811	2.6867	2.8961	3.1372	2.3128	3.064	2.9477	2.9796	3.324	2.3974	3.0775	2.5548	3.0591	2.8753	2.8941	2.9462	2.9298	3.1952	2.9406	3.1668	2.4631	3.1577	2.3407	2.6725	2.8534	2.9169	2.8669	2.8955	2.5526	2.8843	2.6395	1.9209	2.7218	2.7475	2.9373	2.9281	2.7395	2.3321	3.3131	3.3203	3.3808	2.7711	2.696	2.956	3.1462	2.8531	2.5028	2.7758	2.346	3.3635	2.8518	3.0325	2.9488	2.5413	2.6496	2.7518	3.0964	2.9714	3.6141	2.2461	2.8569	3.9481	3.2852	3.0685	3.2841	3.0381	3.0302	3.0265	3.0953	3.4179	2.9152	2.8353	2.3456	3.2228	3.0416	3.1966	2.6253	3.1738	2.7435	3.1921	3.4256	3.2304	2.4348	2.5733	2.8992	2.7878	2.8703	2.696	3.0092	2.7088	2.3296	2.6343	2.742	2.9332
"KLF3-AS1"	2.7111	2.4927	2.8775	4.022	3.5783	4.2592	2.7564	2.7468	2.9602	2.9567	3.0987	2.7585	2.7917	2.837	2.7719	2.5828	2.5565	3.142	3.3287	2.6386	3.4714	3.0728	3.1721	3.053	2.8508	3.2578	3.293	4.1986	2.7824	3.4641	3.1842	2.8561	2.9812	3.7801	3.884	3.6304	3.0751	2.7748	2.9287	3.0025	2.8513	2.967	2.5598	2.8464	2.845	2.9082	3.0072	2.8298	2.8422	3.0248	3.7763	2.7162	3.0766	2.8338	3.0294	3.3217	3.3839	3.8472	3.1783	2.6032	3.4064	3.1807	2.7201	4.2466	3.9786	2.6749	2.8184	2.6507	3.0571	3.4906	2.7282	2.4871	2.6141	3.1099	3.4802	2.8073	3.2271	3.0011	2.969	2.9728	3.2104	2.706	3.5882	4.1718	3.6162	5.9353	3.1412	5.5581	3.1926	4.2161	3.3765	3.9581	3.8433	3.5576	3.1037	2.9527	3.3702	3.5606	3.4914	3.9381	3.7757	3.1689	4.1137	4.0544	3.8149	3.5036	3.9083
"KMT2E-AS1"	5.4691	5.0816	5.8321	5.0704	5.2022	4.9077	4.9353	5.0898	4.9887	4.9687	5.0288	4.9674	5.1064	5.4787	4.7147	4.9916	5.524	5.2984	5.526	5.8011	5.2767	5.1737	4.7864	5.0487	4.9048	5.0214	4.8018	4.7691	4.7918	4.9804	4.9446	4.9656	4.9806	4.5741	4.6458	4.7297	5.0189	5.098	5.2861	4.787	4.9396	4.6938	4.9785	4.9462	5.0652	4.9978	4.4512	4.8023	4.7982	5.421	5.0001	5.5072	5.0189	4.9212	4.4682	4.6866	5.4305	5.3833	4.8526	4.64	4.9087	5.1645	5.3117	4.7846	5.1775	4.7541	4.7219	5.3839	4.507	5.3359	5.1311	5.027	5.2426	4.9483	5.5365	5.0068	5.1622	4.888	5.2073	5.0671	4.6409	5.0679	4.9469	4.9266	4.7009	4.3604	4.9091	4.7526	4.7367	4.8932	4.8692	4.8736	5.0166	4.7696	4.5282	4.9634	4.9212	4.7723	4.7538	4.7219	5.074	5.0173	4.8545	4.7324	4.9578	4.555	4.6013
"KRBOX1-AS1"	2.4794	2.6606	2.8195	2.882	2.5487	2.0953	2.4065	2.5696	2.4488	2.3625	2.3642	2.7864	2.536	2.5972	2.7866	2.5446	2.4834	2.7037	2.6391	2.6623	2.1105	2.6587	2.0759	2.6765	2.4882	2.8175	2.4045	2.5368	2.3905	2.6091	2.2311	2.3441	2.2603	2.3204	2.367	2.2823	2.481	2.7045	2.9106	2.5185	2.7553	2.185	2.748	2.3847	2.5299	2.664	2.3541	2.5388	2.4028	2.281	2.5423	2.7057	2.8616	2.6932	3.2622	2.4266	2.5879	2.5717	2.6866	2.5182	2.3971	2.4671	2.941	2.4808	2.4667	2.3661	2.5602	2.8764	2.7381	3.101	2.5446	2.7057	2.2944	2.7683	1.9886	2.5551	2.4161	3.0328	2.2766	2.5125	2.3147	2.2915	2.4832	2.6284	2.3216	2.3485	2.165	2.4009	2.3555	2.2683	2.457	2.7863	2.4942	2.7021	2.6178	2.1737	2.4322	2.5289	2.1499	2.5476	2.4785	2.2571	2.42	2.4343	2.2814	2.4797	2.3047
"KRT7"	3.8601	3.8924	4.4321	3.936	4.0177	4.1311	3.9645	4.003	3.8684	4.1186	3.7881	4.2531	4.1006	4.0263	4.1585	4.0602	4.2501	4.318	3.9088	4.6362	3.9547	4.0574	4	4.1819	3.8628	4.0902	4.1256	4.279	4.2544	4.0203	4.2296	3.8965	4.1957	3.6176	4.03	4.0029	4.1411	4.1706	4.1882	4.0333	4.0508	4.0208	4.0032	3.9561	4.0315	4.1166	4.1214	3.9129	3.9826	4.1179	4.0608	4.2925	4.1869	3.9787	4.3193	3.8445	4.4199	4.2724	4.055	4.0327	3.9137	4.1868	3.8625	3.7876	3.9298	4.021	3.8616	4.189	4.0662	4.1382	4.2755	4.1188	3.8655	4.0818	3.9768	4.2499	4.2237	4.3559	4.0869	4.3404	4.0265	3.8562	3.8802	3.9734	3.9431	3.7003	3.9531	3.9109	4.3754	4.0918	4.2166	4.2167	4.1041	4.3319	4.1221	3.8147	3.7676	3.9758	3.8312	3.9869	3.9354	3.9519	3.844	3.9561	3.6744	3.9739	3.9532
"KRTAP5-AS1"	3.5272	3.7139	3.842	3.37	3.5176	3.11	3.9581	3.3565	3.8507	3.4027	3.3649	3.5712	3.5781	3.6764	3.8689	3.3213	3.4878	3.3242	3.3512	3.1589	3.2566	3.4966	3.8342	3.0746	3.3665	3.7467	3.8526	3.5446	3.739	3.3339	3.7477	3.7401	3.6677	3.5745	3.423	3.3413	3.8529	3.9929	3.6135	3.5183	3.5531	3.8237	3.4116	3.5339	3.7682	3.602	3.658	3.5955	3.7191	3.5716	3.279	3.6066	4.1834	3.9299	4.0579	3.6536	3.5918	3.4859	3.7327	3.5246	3.6163	4.0678	3.7974	3.9358	3.9092	3.6359	3.08	4.0424	3.4568	3.5118	3.8921	3.5594	3.5573	4.0159	3.9433	3.7649	3.2769	3.7954	3.3093	4.0519	3.4977	3.2968	3.9459	3.61	3.6866	3.2766	3.8119	3.6598	3.8233	3.7388	3.6605	3.8796	3.82	3.6993	4.0512	3.6257	3.8478	3.5156	3.7159	3.2964	3.4732	3.766	3.4147	3.7643	3.3646	3.6507	3.5944
"LA16c-358B7.3"	3.7027	3.8198	3.9109	3.4076	3.937	3.3383	4.0303	3.2555	3.5545	3.5539	3.7766	3.2114	3.9692	3.2535	3.4774	3.7822	3.8255	4.112	3.4715	3.8876	3.1735	3.7359	3.5784	3.3364	3.5864	3.9097	3.3077	3.8389	3.6947	3.7652	3.3238	3.6571	3.9609	3.237	3.4822	3.1401	3.1876	3.4775	3.2178	3.4219	3.334	3.2883	3.3021	3.3053	3.2107	3.4305	3.5494	3.4014	3.6877	4.0459	3.2372	4.0564	3.6991	3.4599	3.4743	3.6945	3.5481	3.6376	3.9667	3.4251	3.0363	3.5654	3.581	3.0937	3.4069	3.2355	3.1228	3.4634	3.1863	3.6683	3.446	3.8527	3.2452	3.2243	3.4376	3.1037	3.7651	3.9071	3.43	3.386	3.3504	2.9875	3.0769	3.1549	3.4864	3.3053	3.3136	3.0056	2.7884	3.7989	3.5903	3.3229	3.1951	3.2006	3.7551	3.6384	3.0245	3.4833	3.5452	3.3769	3.902	3.5973	3.8358	3.6605	3.3465	4.002	3.2754
"LA16c-380H5.5"	5.1974	5.8499	4.726	4.3368	4.8467	4.5757	5.7818	5.71	5.6591	5.5773	5.1056	5.3575	5.4639	5.725	5.2969	5.5502	5.573	5.7624	5.1673	5.9441	5.1585	5.113	5.0487	5.5617	5.8282	5.3805	5.8049	5.2653	5.4869	5.1756	5.0167	5.2491	5.5165	5.0407	5.1002	5.057	5.5097	5.4315	5.2415	5.5427	5.4502	5.4388	5.1408	5.1323	5.4422	5.1345	5.4439	5.303	5.5526	5.9844	5.3174	5.6131	5.551	5.5718	5.1009	5.0505	5.2069	5.2082	5.0424	5.6389	5.1031	5.4845	5.5869	5.7442	5.5112	4.9388	5.0345	5.1041	4.9499	5.1727	5.2128	5.1266	5.4524	5.6128	5.1861	5.1841	5.4392	5.2189	5.5219	5.7298	5.0315	4.9904	5.1895	5.1565	4.8261	4.4698	4.9642	5.4939	5.4024	5.1977	5.277	5.1444	5.5902	5.456	5.4197	4.7376	5.2191	4.7535	4.7619	5.0426	5.3035	5.4165	4.7701	4.7769	4.7602	5.3928	5.2122
"LA16c-381G6.1"	4.5852	4.8429	5.0034	4.7278	3.8805	4.3556	4.4898	4.2107	4.2372	4.7589	4.4047	4.127	4.5717	4.955	4.4717	4.2454	4.7868	4.4033	4.4698	4.8333	3.9598	4.3364	4.0699	4.6214	4.2363	4.3454	4.3546	4.6723	4.5765	4.3173	4.6604	4.4195	4.6348	4.3669	4.2724	3.9488	4.767	4.7256	4.6967	4.3226	4.3406	4.2804	4.8843	4.1382	4.2568	4.0812	4.6974	4.3011	4.4861	4.1382	4.1694	4.373	4.711	4.4615	4.5054	3.974	4.6851	4.8916	4.4233	4.622	3.8676	3.9669	5.0258	4.4701	4.8989	4.0547	4.3278	4.659	4.2313	4.3021	4.8539	4.3237	4.1599	4.4717	4.0145	4.0489	4.9666	4.799	4.7017	4.7653	4.1169	4.3751	4.6448	4.3829	4.1588	4.0905	4.6996	4.3027	4.2974	4.0881	4.175	4.2958	4.2341	4.2979	4.2711	4.7352	4.4562	4.6326	4.5281	4.4903	4.9704	4.7758	4.6434	4.2306	4.5249	4.9584	5.0503
"LA16c-395F10.1"	2.0348	2.0976	2.2035	1.9239	2.2135	1.7158	1.8252	2.2135	1.9327	1.9901	2.1126	1.9757	2.2054	2.1453	2.3781	1.9798	1.941	2.0534	2.1136	2.4087	2.1278	2.125	2.2152	2.0812	1.9678	2.2223	2.0554	1.8539	1.925	2.1543	2.1218	2.0237	1.9162	2.0286	2.233	1.8445	2.113	1.9221	2.0272	2.1143	2.0486	2.1234	2.0967	1.7874	1.9804	2.2811	2.3634	1.9785	2.26	2.1366	2.1738	2.2438	2.4581	1.9672	2.1153	1.8965	2.5354	2.1391	2.1596	1.9124	1.6862	1.9187	1.9634	2.4176	2.0792	1.975	2.1274	2.1868	2.0277	2.4455	2.2446	2.4324	2.3421	1.9086	1.9934	2.0683	2.287	2.5017	2.0465	2.1254	1.9407	2.0949	1.8857	2.0677	1.9717	1.9248	2.399	2.0467	2.04	2.1927	1.6927	2.1265	1.9696	2.214	2.5639	1.9638	1.9413	1.8996	2.0999	1.887	1.8532	2.2701	2.0074	2.1563	1.8358	2.0602	1.9895
"LA16c-395F10.2"	3.5109	4.1999	3.602	3.6361	3.1858	3.6762	3.3602	3.3759	3.6403	4.103	3.4026	3.5458	3.726	3.6397	3.53	3.7212	3.715	4.3721	3.7338	4.0888	4.2048	3.4549	3.4535	3.551	3.6698	3.8925	3.6087	4.1069	3.8398	3.4309	3.4527	3.9422	3.8496	3.6157	3.6613	3.9646	3.8197	4.2165	4.0493	3.6361	3.8938	3.6002	3.584	3.4074	3.7532	3.9903	4.2718	3.5791	3.6249	3.6294	3.5174	3.9022	3.6808	4.0249	3.6409	3.2124	3.9218	4.0811	3.8867	3.5055	3.353	3.6025	4.2052	3.6875	3.7238	3.6008	3.7438	4.0544	3.7086	3.5985	3.9324	3.6552	3.5715	3.7557	3.916	3.8385	4.0234	3.6978	3.8882	3.791	3.5819	3.5492	3.6866	3.5614	3.6604	3.3539	3.7931	3.4774	3.6883	4.0834	3.4689	3.585	3.5263	4.0301	3.8625	3.8502	3.6699	3.6672	3.6442	3.5561	3.6233	3.6673	3.6776	3.8328	3.3684	3.66	3.5086
"LA16c-83F12.6"	3.2988	4.092	3.9067	3.2932	3.9535	3.5833	3.645	3.2914	3.5429	3.4661	3.8252	3.4437	3.7303	3.3919	3.5059	3.202	3.7099	3.6513	3.854	4.1602	3.6001	3.5026	3.4569	3.4676	3.4118	2.9949	3.4419	3.6055	3.3759	2.9628	3.5408	3.3664	3.568	3.0431	3.2014	3.1589	3.146	3.7879	3.6667	3.4796	3.9749	3.7046	4.0628	3.3648	3.6111	3.6225	3.5859	3.0181	3.2851	3.4649	3.3756	3.766	4.2829	3.7832	3.733	3.4097	3.5952	3.5468	3.8672	2.9672	3.0631	3.2398	3.5253	3.5898	3.2913	3.4196	3.4158	3.5481	3.3462	3.9272	3.2712	3.5732	3.5915	3.578	3.3489	2.9528	3.3103	3.6955	3.3656	3.6141	3.784	3.5848	3.4804	3.1339	3.0359	2.6711	3.2593	3.5404	3.3714	3.2112	3.8625	3.2465	3.5059	3.6694	3.6108	3.3028	3.3176	3.1772	3.2384	3.187	3.3613	3.2341	3.1056	3.3146	3.2247	3.7648	2.8386
"LAMA5-AS1"	5.2992	4.9467	5.4723	4.8734	5.5182	5.0078	5.1634	4.398	4.6545	5.2226	5.1676	5.0286	4.9887	5.2156	5.0766	5.0045	4.9434	4.8402	5.6679	5.6692	4.949	5.7392	5.3308	5.3596	5.371	5.5042	5.1012	4.8278	4.9626	5.2928	5.0781	5.3579	5.8004	5.0268	5.0633	4.7877	5.7262	5.6812	5.8997	5.28	5.3241	4.9514	5.4233	5.1841	5.3849	5.7386	5.3446	5.0958	4.9174	4.9192	4.9409	5.3598	5.9696	5.3155	5.01	4.9473	5.3173	5.3832	4.8596	4.8552	4.6436	5.3312	5.3945	5.4693	5.6049	5.0938	5.225	5.4574	5.0492	5.3614	5.2288	5.2303	5.1849	5.3804	5.6178	5.0088	5.3325	5.468	5.3716	5.703	4.5574	5.2067	5.5842	5.2738	4.8399	4.7452	5.4855	4.9573	4.7817	4.9384	4.911	4.4468	5.3594	5.4359	4.8448	5.5898	5.0009	6.0373	5.6887	5.6756	6.1754	6.6538	6.0246	5.1458	5.5523	5.6934	6.296
"LAMTOR5-AS1"	3.7081	3.6222	3.437	3.843	3.4579	3.298	3.3827	3.3403	3.291	3.1692	3.5838	3.3161	3.1364	3.2499	3.3921	2.9545	3.2351	2.9842	3.1625	3.3643	3.1542	3.1669	3.2676	3.418	3.0352	3.5179	3.0022	3.2859	3.4621	3.1524	3.1604	2.9108	2.9116	3.3278	3.472	3.154	3.096	3.4297	3.2304	3.1217	3.5028	3.5838	3.3873	3.4587	3.604	3.7247	3.4188	3.5766	2.9025	3.5832	3.382	3.2721	3.6625	3.1429	3.336	3.1742	3.4435	3.3482	3.5993	3.2373	3.0955	3.2212	3.1187	3.3242	3.0576	3.3375	3.4134	3.244	3.0037	3.5228	3.606	3.8457	3.6995	3.288	3.4637	2.6982	3.4691	3.1566	3.497	3.9532	3.3017	3.7636	3.4841	3.0917	3.3862	3.0934	3.15	3.2912	3.0691	3.1181	3.1281	3.1319	3.5049	3.2509	3.7728	3.0987	2.9329	3.0753	3.0482	3.0053	3.0485	3.1411	2.928	2.9838	3.0288	2.8167	2.9713
