"GSM648590"	"GSM648591"	"GSM648592"	"GSM648593"	"GSM648594"	"GSM648595"	"GSM648596"	"GSM648597"	"GSM648598"	"GSM648599"	"GSM648600"	"GSM648601"	"GSM648602"	"GSM648603"	"GSM648604"	"GSM648605"	"GSM648606"	"GSM648607"	"GSM648608"	"GSM648609"	"GSM648610"	"GSM648611"	"GSM648612"	"GSM648613"	"GSM648614"	"GSM648615"	"GSM648616"	"GSM648617"	"GSM648618"	"GSM648619"	"GSM648620"	"GSM648621"	"GSM648622"	"GSM648623"	"GSM648624"	"GSM648625"	"GSM648626"	"GSM648627"	"GSM648628"	"GSM648629"	"GSM648630"	"GSM648631"	"GSM648632"	"GSM648633"	"GSM648634"	"GSM648635"	"GSM648636"	"GSM648637"	"GSM648638"	"GSM648639"	"GSM648640"	"GSM648641"	"GSM648642"	"GSM648643"	"GSM648644"	"GSM648645"	"GSM648646"	"GSM648647"	"GSM648648"	"GSM648649"	"GSM648650"	"GSM648651"	"GSM648652"	"GSM648653"	"GSM648654"	"GSM648655"	"GSM648656"	"GSM648657"	"GSM648658"	"GSM648659"	"GSM648660"	"GSM648661"	"GSM648662"	"GSM648663"	"GSM648664"	"GSM648665"	"GSM648666"	"GSM648667"	"GSM648668"	"GSM648669"	"GSM648670"	"GSM648671"	"GSM648672"	"GSM648673"	"GSM648674"	"GSM648675"	"GSM648676"	"GSM648677"	"GSM648678"	"GSM648679"	"GSM648680"	"GSM648681"	"GSM648682"	"GSM648683"	"GSM648684"	"GSM648685"	"GSM648686"	"GSM648687"	"GSM648688"	"GSM648689"	"GSM648690"	"GSM648691"	"GSM648692"	"GSM648693"	"GSM648694"	"GSM648695"	"GSM648696"	"GSM648697"	"GSM648698"	"GSM648699"	"GSM648700"	"GSM648701"	"GSM648702"	"GSM648703"	"GSM648704"	"GSM648705"	"GSM648706"	"GSM648707"	"GSM648708"	"GSM648709"	"GSM648710"	"GSM648711"	"GSM648712"	"GSM648713"	"GSM648714"	"GSM648715"	"GSM648716"	"GSM648717"	"GSM648718"	"GSM648719"
"AC003973.4"	4.3498	3.6728	3.5916	4.1764	3.7532	3.508	3.9436	3.8053	4.0843	4.1044	4.345	3.8742	4.0436	4.072	4.1527	4.3028	4.2166	4.3224	4.0586	3.8761	4.3787	4.1203	4.1656	4.2657	4.483	4.0602	4.1925	4.2769	3.9468	4.0859	4.1099	4.1325	4.0255	3.9273	4.137	4.0276	4.1942	4.1531	4.0072	3.8745	4.1762	3.9367	3.9503	3.7334	4.1274	3.9038	3.7373	3.9582	3.8634	4.0407	4.1927	4.3127	3.3779	3.6666	3.9929	4.3438	4.3764	4.0195	3.8411	3.9234	3.7735	3.9095	3.6751	4.0386	3.9641	3.9116	3.4167	3.5788	3.838	3.7956	4.0925	3.938	4.0838	4.231	3.7691	4.3435	3.976	3.8481	3.891	3.7544	3.9152	3.646	3.7915	3.6002	3.8066	4.0293	3.6438	4.0427	3.7973	3.5941	3.9309	3.8879	4.2609	4.2065	4.3109	4.2839	3.954	3.9847	4.0356	3.7758	3.5061	3.8182	3.84	3.8969	4.2108	3.8964	4.2089	4.4262	4.0097	3.8416	3.7989	3.8062	4.0865	3.6466	3.7204	3.7511	4.5356	4.3312	4.2157	4.275	4.1125	4.0295	4.0859	4.1596	4.3139	3.7794	3.9367	3.9332	3.8578	3.7651
"AC003986.5///BC043576"	6.025	5.7904	6.3557	6.2469	5.8205	6.1789	6.5265	6.1136	6.6409	6.3547	6.2921	6.0301	5.8973	5.8621	6.3054	6.0505	6.2572	6.0551	6.1066	6.1887	6.3888	6.125	6.0681	5.7792	6.0155	6.3838	6.2318	6.0547	5.8329	6.0829	5.907	5.9803	6.3955	6.0797	6.4618	6.3282	6.3689	5.8431	5.8374	5.5798	5.9752	5.684	5.929	5.892	6.7168	5.8729	6.0732	6.4693	5.6264	6.1064	5.9592	5.9675	5.9483	7.0087	6.0368	6.274	5.7496	5.9951	6.0533	6.5508	5.7857	5.87	6.0367	6.5094	6.1756	6.2615	6.5237	5.9575	5.9978	5.9718	6.2058	6.15	5.9005	5.8202	5.935	6.1526	5.6446	6.3606	6.0033	5.7338	5.9613	6.0223	5.799	5.7046	6.1413	6.3024	5.9577	6.1457	5.8763	5.8394	6.2125	6.046	7.1786	5.8951	6.0477	6.1754	5.8403	5.8924	5.8769	5.7045	5.7093	5.7204	5.9044	5.8013	5.9844	6.1348	6.6788	6.5352	6.1098	5.509	6.1372	6.2447	6.1001	6.2315	7.1839	6.016	6.4689	6.0146	5.77	6.5474	6.1441	5.7621	6.173	5.8965	5.9051	6.154	5.6852	5.9207	6.0885	5.8289
"AC004158.3///AK055364"	3.561	3.4753	3.5541	3.4671	3.6232	3.7759	3.7103	3.6256	3.8381	3.227	3.5544	3.3056	3.4436	3.4039	3.1642	3.5411	3.5532	3.1866	3.4615	3.443	3.584	3.2141	3.2576	3.6148	3.8766	3.5031	3.4382	3.5004	3.0598	3.1304	3.6688	3.3176	3.3482	3.1892	3.2979	3.4984	3.3467	3.1656	3.1214	3.3565	3.6077	3.1567	3.4452	3.4556	3.4502	3.4621	3.2879	3.7709	3.1037	3.9792	3.6907	3.5044	3.4901	4.0431	3.2913	3.6231	3.4186	3.6704	3.6104	3.3738	3.53	3.6706	3.3426	3.1396	3.351	3.588	3.7219	3.7981	3.4223	3.656	3.6427	3.2658	3.9546	3.5174	3.8906	3.6866	3.139	3.4776	3.6973	3.6058	3.618	3.579	3.307	3.3612	3.6761	3.4301	3.7168	3.5299	3.5366	3.7138	3.5179	3.7707	3.8058	3.5097	3.7528	3.7224	3.5332	3.6038	3.7636	3.4711	3.6577	3.2683	3.2141	3.3457	3.2885	3.8135	3.9051	3.528	3.7585	3.3495	3.4522	3.4127	3.5295	3.4347	3.8185	3.3844	3.6836	3.2141	3.6407	3.6847	3.2769	3.3618	3.2468	3.3621	3.558	3.6159	3.3713	3.295	3.6158	3.2469
"AC004490.1///AX746733"	4.4752	3.566	3.6646	3.8849	3.5877	3.5193	4.1508	3.5181	3.117	3.1665	3.4102	3.4246	3.3707	3.1652	3.3585	3.1292	3.0383	3.1474	3.3197	3.3164	3.2016	3.0669	3.3066	3.1416	3.4295	3.5594	3.1655	3.1628	2.985	3.0393	3.339	3.2121	3.3538	3.4952	3.5424	3.3054	3.4444	3.6359	3.2959	3.3558	3.1863	3.2554	2.8793	3.5507	3.1643	3.2414	3.6856	3.5217	3.6879	3.3204	3.7247	3.2519	3.7988	3.8157	3.2514	3.5668	3.5259	3.7652	3.2858	3.7646	3.8096	3.3203	3.7197	3.539	3.3237	3.6573	3.6443	3.5016	3.4368	3.7098	3.4542	3.0696	3.2949	3.1769	3.2456	3.2836	2.8728	3.6718	3.9746	3.2497	3.7622	3.6925	3.7101	3.4898	3.4318	3.8412	3.7284	3.9387	3.8507	3.7032	3.5328	3.7579	3.9676	3.445	3.3998	3.3817	3.1257	3.465	3.9075	3.2676	3.464	3.039	3.2529	3.1878	3.3559	3.5011	3.3752	3.1154	3.0666	3.2495	3.982	3.0326	4.1122	3.4869	3.7101	3.7125	3.5212	3.5538	3.2583	3.0983	3.3025	3.5437	3.5404	3.3883	3.4237	3.871	3.5939	3.431	3.5645	3.6067
"AC004538.3///BC040327"	3.7091	3.2622	4.5916	4.0347	4.503	4.1701	4.6439	4.3424	4.6791	3.7295	3.8592	3.8928	3.6221	3.6797	3.7618	3.8763	4.0039	3.6536	3.669	3.8133	4.0293	3.404	3.5685	3.7541	3.7938	4.1192	3.9312	4.3727	3.6381	3.63	3.9485	3.587	3.6789	3.7448	3.7539	3.8944	3.9296	3.5559	3.399	3.5574	3.5263	3.6399	3.4386	4.0732	4.2628	4.2943	3.9055	4.989	3.5462	3.9577	3.8355	3.4874	4.4183	4.5054	4.3582	4.5223	3.848	3.9986	4.3029	3.6951	4.0385	3.9854	3.4722	3.6086	3.6661	3.7978	4.0102	3.6573	3.9811	3.8892	4.5345	3.851	4.3311	3.842	3.9156	4.241	3.9096	4.1388	4.0567	3.913	3.8763	3.5251	3.9204	3.4299	4.6745	3.9539	4.0045	4.034	4.0049	3.7731	3.9276	4.2445	4.2773	4.6898	4.1211	4.4452	3.8845	3.8825	3.5711	3.4664	3.8274	3.2833	3.8627	3.4517	3.7077	4.1084	4.4423	4.2604	3.9601	4.0342	3.8013	3.7305	4.2828	4.2292	4.2509	3.9823	4.3169	4.1407	3.9189	4.18	3.5717	3.6164	3.5506	3.4983	3.9441	3.975	3.283	3.8722	4.113	3.5386
"AC004951.6///AX747182"	8.3377	8.086	6.4689	6.5328	6.1635	6.9174	5.9615	6.9696	5.9093	7.3699	7.9073	6.8891	7.255	8.6949	8.1004	6.0159	6.4692	8.9606	7.1351	7.3668	6.8201	7.5497	8.5048	6.7753	6.2773	5.6257	7.4287	6.4771	7.6009	8.4891	6.4343	7.2513	7.1777	6.7701	7.0883	6.3827	7.712	8.086	8.2998	6.762	6.8874	7.6577	6.8009	7.2783	6.9227	8.0441	7.4487	6.7917	8.4325	7.1773	8.2352	7.3073	6.871	5.8833	8.4918	6.1395	5.7839	6.1455	6.5154	7.1179	7.2686	7.2262	6.9435	7.7429	8.3871	7.4554	5.8723	7.394	7.2699	6.4433	7.9326	7.4464	7.4277	7.2075	7.402	7.1121	6.8867	6.2502	7.2256	7.0426	7.376	7.4486	6.9739	6.8738	6.9572	7.7229	7.4904	6.8332	6.3834	7.5371	6.8934	6.6088	5.2119	6.6168	7.2889	6.1068	7.2503	7.1294	8.4435	7.387	6.8945	7.6446	7.7232	6.4712	6.8784	6.119	6.4338	6.7289	5.9224	7.1429	7.7598	7.4763	6.698	6.5867	5.7193	6.5899	6.0329	7.5035	6.1708	5.0142	6.2785	8.0215	8.1018	7.804	6.9988	6.3619	7.7335	6.9831	6.1349	7.1619
"AC005162.4"	2.9873	2.6489	2.9801	3.0593	2.8373	2.7566	3.0185	2.6562	2.8217	2.6808	2.6792	2.8353	2.3864	2.7896	2.6826	2.8963	2.7961	2.7325	2.4386	2.5575	2.8516	2.5617	2.6532	2.7472	2.8548	2.5802	2.6883	2.9233	2.7993	2.6748	3.0538	2.6118	2.8058	2.5138	2.6756	2.9682	2.6566	2.52	2.6743	2.8057	2.5518	2.4711	2.6283	2.8439	3.0247	2.8098	2.7116	2.949	2.9623	2.8011	3.115	2.9205	2.9258	3.0666	3.1185	2.9189	2.8948	3.088	2.7157	2.9532	2.9693	2.7027	2.738	2.77	2.711	2.6657	3.2397	2.7812	2.7782	3.0478	2.729	3.2687	2.8296	3.5415	3.0454	3.2973	2.6904	3.017	2.962	2.6754	2.8561	2.6353	3.101	3.0625	2.7519	2.6823	2.8475	2.7757	2.9888	2.7587	2.7853	2.6969	2.7544	2.7807	2.8168	2.6166	2.9915	2.5327	2.8463	2.9592	2.9081	2.6755	2.6245	2.6153	2.8051	2.9507	2.8303	2.5248	2.7489	2.8832	2.6474	2.8768	2.7955	2.8597	2.7973	3.1666	3.3101	2.6586	2.879	2.7872	2.5801	2.6419	2.6489	2.732	2.9986	2.9422	2.6528	2.741	2.564	2.7419
"AC005256.1"	6.62	5.8089	6.3935	7.0165	6.4959	6.4553	7.1307	6.6444	5.7769	5.9036	6.3186	6.3479	6.2774	5.8461	5.835	6.1062	5.8164	5.3822	5.6693	5.479	5.7131	5.6059	5.3986	5.6317	6.2019	5.9484	5.4441	5.9924	5.5689	5.6511	6.0865	5.7844	5.2982	5.4185	5.4418	5.7689	5.8562	5.6708	5.3282	5.9691	5.3819	5.0457	5.4759	6.2195	5.6966	6.6893	6.2911	5.9511	5.53	5.4146	5.3997	5.3109	6.1546	7.736	6.304	7.1422	5.631	6.198	6.1952	6.785	6.5399	5.6379	6.5661	5.9437	5.2508	5.8773	7.1555	6.5915	6.4947	6.562	6.1592	5.2372	5.8784	5.4977	5.2803	5.4897	5.6551	6.9884	6.2961	5.6828	6.3973	6.1045	6.3977	6.3701	6.7134	6.1254	6.5352	7.0226	6.9641	6.1657	6.8295	6.2055	7.4159	5.5472	5.7066	4.9079	5.9458	5.6569	5.4827	5.1611	5.2971	4.9885	5.1338	5.1749	5.4239	6.4737	6.4501	5.3287	6.0375	6.3454	7.201	6.7272	6.7687	6.3052	7.5578	6.9883	6.6284	5.8128	5.8884	5.9796	5.5416	5.4275	5.6758	5.5589	6.2264	6.8678	5.3727	5.4299	6.6761	6.3968
"AC005306.3"	7.2403	6.6882	6.1944	6.74	6.4678	6.7158	6.9472	6.3063	6.4328	6.16	6.4701	5.8705	5.8105	5.8932	5.6993	6.3115	6.1317	5.8661	6.0816	5.8641	5.9346	5.9703	6.2081	6.1906	6.0566	6.6624	6.0768	6.0988	5.8748	6.4708	5.8718	6.2879	5.8355	6.0227	5.919	6.3246	5.7418	6.1898	6.1993	5.778	5.8819	5.8832	6.039	6.6801	6.2023	6.2314	6.314	6.7261	6.0877	6.114	6.382	6.7901	6.9714	7.8938	6.2798	6.8785	6.2668	7.1042	6.7084	6.4235	6.6857	6.3182	6.577	6.4504	5.685	6.7929	6.9837	6.5672	6.6218	6.7267	5.9678	5.8723	6.5018	6.6354	6.21	6.3819	6.1223	6.9264	6.7876	6.682	6.8029	6.0749	6.9853	6.4701	6.585	6.1141	6.804	6.5894	7.2851	6.8526	6.214	6.1806	6.0925	5.8083	5.9081	5.5419	5.9783	5.8135	6.2862	6.7113	6.3494	5.609	6.0495	5.932	5.7241	6.7966	6.0672	6.0889	6.372	6.5342	6.549	6.6431	6.805	6.6235	7.1893	6.353	7.2778	5.8625	5.9314	5.7571	5.757	6.3943	6.3466	6.4458	6.4547	7.0706	6.4557	6.1827	7.0157	6.7737
"AC005498.3"	5.4083	4.9195	4.3796	5.0114	4.3185	5.1952	5.815	4.0595	4.6822	5.1457	4.7329	4.2569	4.6791	4.7719	4.3829	5.0436	4.4077	4.2307	4.5254	4.5293	4.5026	4.4587	4.2979	4.4482	4.7236	5.3604	4.2683	4.2478	4.0946	4.9465	4.6049	4.6154	4.1758	4.5534	4.6914	4.6552	4.6151	4.4161	4.1113	4.4931	4.3378	3.8285	4.46	4.8199	5.0778	4.9239	5.0488	4.5978	4.8242	4.3938	5.2333	4.969	4.8084	5.1675	5.0206	4.9638	4.5782	5.0141	4.8781	4.9148	5.3241	4.4324	4.8509	4.4267	4.3132	4.5723	4.4441	5.2662	4.8013	4.6553	4.7477	4.2881	5.104	4.7876	4.9866	4.4193	4.7093	4.9185	4.4619	4.4383	5.1779	4.5738	5.061	5.0914	4.7066	4.5383	4.8769	4.8797	4.9328	4.6519	4.3122	4.9838	4.1828	4.4075	4.6022	4.5532	4.4354	4.5694	4.6006	4.8525	4.7372	4.3013	4.5347	4.4289	4.4436	5.0133	5.1274	4.0669	4.796	4.474	4.7349	5.0167	4.7494	4.8731	5.2958	5.1416	4.3581	4.2563	4.5915	4.4018	4.3809	4.5629	4.227	4.7785	4.9363	5.0612	4.3365	4.5203	4.7557	4.5733
"AC005523.2"	4.8742	5.7328	5.5959	5.8506	5.7836	6.0131	5.635	6.0421	5.5343	6.3097	6.2103	5.8899	5.9577	5.9015	5.7338	5.8908	5.7495	5.7632	5.9873	6.0428	5.9244	5.7117	5.8527	5.8105	5.6108	6.0659	6.5111	6.5691	6.3203	6.2323	6.2215	5.7888	6.4111	5.9716	6.2489	6.2165	5.5891	5.8411	5.7146	5.754	5.7048	6.1516	5.6808	6.2612	6.1808	6.0628	5.444	5.7683	5.2902	5.8652	4.9739	5.9195	6.0553	5.7109	6.2705	5.4399	6.5445	5.9859	6.2334	5.9368	6.5953	6.1362	6.11	6.2785	6.9582	6.0676	6.2958	6.0452	6.277	5.9097	6.0275	6.6326	6.5342	6.8039	6.5023	6.4636	5.7984	5.8414	5.8546	5.8052	5.7828	5.6572	5.4103	5.5627	5.4204	6.2244	5.2508	5.5754	4.6838	6.0011	5.8671	5.6231	5.68	6.0548	6.2834	5.992	6.154	5.8729	5.5948	6.0316	5.9585	6.0026	6.3179	5.9388	5.9739	5.9539	5.9861	5.6879	5.6815	5.7365	5.3637	6.1694	5.5673	5.5251	6.5492	5.9039	6.1047	6.5429	5.4776	5.3339	6.2652	6.0882	6.2367	6.257	6.0847	6.0836	6.1972	6.0154	5.4039	5.6004
"AC005523.3"	6.4027	5.6617	5.51	5.5188	5.4079	5.6612	6.5565	5.4082	5.8484	5.9025	6.0095	5.8179	5.7068	5.7172	5.5265	6.0436	5.6802	5.3045	5.3252	5.4145	5.882	5.4862	5.4288	5.6608	5.969	5.6929	5.913	6.1235	5.7718	5.9024	5.9555	5.6586	5.1064	5.4108	5.2305	5.7595	5.1239	5.8785	5.3997	5.3816	5.3445	5.0608	5.5428	5.6742	5.7912	5.6802	6.0814	5.9335	5.5604	5.994	5.0712	6.5349	6.177	7.3315	5.3084	5.8704	6.4995	6.6431	5.6837	5.7029	5.8232	5.308	5.7386	5.5022	6.0831	5.8947	6.7502	5.8137	5.4666	5.9561	5.4674	5.8877	6.3209	5.7563	6.2137	5.7947	5.6593	6.2591	6.1058	5.6821	6.3924	5.7954	6.1733	5.9461	5.8591	5.3047	5.7608	5.8648	6.0932	5.5277	5.543	5.7205	6.3512	5.6344	5.7993	5.2604	6.7826	5.2669	5.4325	5.5863	6.1607	4.8324	5.5829	5.7752	5.7037	6.0392	6.2377	5.2437	5.8675	5.5086	5.5291	6.1521	5.701	6.1124	6.6031	6.1802	6.3916	4.9155	5.6719	5.7913	5.0993	5.102	4.7418	5.2857	6.0162	6.3537	5.0736	5.6253	6.2576	5.2626
"AC005537.2"	3.6973	3.561	4.0369	3.8065	3.8788	4.277	3.9754	4.4736	4.0438	4.11	3.8365	3.7045	3.9705	3.6175	3.7966	4.2937	3.673	3.5539	3.596	3.7336	3.7006	3.6737	3.8771	3.9975	3.8607	4.0766	4.0478	3.6931	3.5921	3.6684	4.1341	3.9212	3.838	3.6994	3.9452	4.1253	3.7481	3.4189	3.4285	3.7386	3.6759	3.511	3.6712	3.8955	4.0149	3.8226	3.8286	4.5886	3.6343	3.7702	3.9045	3.8555	3.9371	3.9265	3.5573	3.8205	3.8757	3.8286	3.3956	3.6667	3.9545	3.7232	3.52	3.6649	3.8671	3.8512	3.6514	3.9914	4.0138	3.5666	4.0188	3.9992	3.9029	3.7822	3.7401	3.9678	3.575	4.1702	3.8268	3.306	3.9016	3.5599	3.6228	3.3383	3.9026	3.8095	3.6194	4.2161	3.7486	4.0433	3.6467	3.9587	4.0295	4.0755	3.9508	3.861	3.6966	3.6314	4.2251	3.6111	3.4687	3.3537	3.5712	3.5081	3.7307	3.8837	4.1007	4.1969	3.6997	3.878	3.6164	3.7471	3.7735	3.9885	4.2252	3.54	3.7686	3.9952	3.7456	4.263	3.5263	3.5218	3.8281	3.5897	4.0429	3.7371	3.4233	3.7279	4.2769	3.4739
"AC005592.3"	4.0733	3.4154	4.7413	3.7715	3.7224	3.9178	4.442	4.4496	4.5227	3.6428	3.5283	3.2051	3.4798	3.482	3.9246	3.696	3.6788	3.5662	3.5295	3.6075	3.7139	3.5477	3.7482	3.4394	3.7555	4.5104	4.4549	4.0611	3.8224	3.3497	3.534	3.8693	3.8771	3.5825	3.7177	3.6663	3.7202	3.2605	3.4096	3.5608	3.3433	3.3911	3.6235	3.2943	4.5504	3.8596	3.5373	4.164	3.4392	3.7247	3.5551	3.4672	3.933	4.5102	3.5611	3.3945	3.2642	3.5865	3.8259	3.621	3.9652	3.4569	3.3712	3.6102	3.68	3.6306	3.7876	3.4348	3.4526	3.6194	4.2473	4.169	4.4404	3.3135	3.4911	4.0832	3.5784	3.6293	3.3914	3.4246	3.7399	3.4976	3.4175	3.4059	4.2153	3.651	3.4952	3.216	3.3638	3.8637	3.9471	4.1773	4.1114	4.1297	3.3904	4.0211	3.6709	3.6541	3.914	4.1365	3.891	3.4246	3.8293	3.4286	3.3709	3.9539	4.4929	3.8574	3.4151	3.811	3.6991	3.6505	3.6976	4.2213	4.2043	3.9368	3.4151	3.7465	3.8509	4.1785	3.3377	3.4889	3.5813	3.4014	3.6748	3.846	3.2431	3.4201	3.462	3.9505
"AC005606.14"	3.9247	3.5297	3.6379	3.6338	3.5416	3.5703	3.7937	3.18	3.7062	3.6919	3.6528	3.6634	3.353	3.5593	3.3358	3.843	3.789	3.5602	3.6016	3.3342	3.6313	3.3998	3.457	3.9101	4.0577	3.8942	3.5691	3.9774	3.5916	3.6229	3.7766	3.9012	3.4241	3.5204	3.9871	3.8628	3.7145	3.4341	3.3471	3.7787	3.7166	2.997	3.4235	3.5515	3.4678	3.5136	3.4712	4.2509	3.9694	3.4518	4.0322	3.6637	3.6709	4.1675	3.3013	3.7819	4.448	3.91	3.5278	3.5571	3.2669	3.3843	3.8122	3.636	3.8524	3.4944	3.7178	3.0624	3.6317	3.614	3.2343	3.3751	4.5527	3.5144	3.8267	3.7929	3.5977	3.6883	3.9382	3.4091	3.834	3.3949	3.7738	3.5818	3.5174	3.6625	3.528	3.5646	3.5069	3.377	3.4672	3.5252	4.5874	3.9349	3.8545	3.8721	4.2178	3.5833	3.5924	3.6797	4.0197	3.2128	3.8282	3.6528	3.8907	3.9725	4.01	3.4262	3.2844	3.2815	3.3884	4.3454	3.5818	3.5491	3.7902	3.9568	4.4521	4.1282	3.3138	3.6492	3.4678	3.6216	3.4619	3.6316	4.2115	3.7127	3.2074	4.1575	4.4542	3.4576
"AC005754.7///BC016751"	3.1823	3.1906	3.3133	3.3946	3.199	3.3557	3.5196	3.2428	3.3594	3.4459	3.7512	3.3409	3.3697	3.6175	3.6319	4.0564	3.3279	3.226	3.4534	3.5663	3.483	3.4148	3.514	3.4043	3.8687	3.7426	3.2667	3.4995	3.4746	3.4816	3.8319	3.3938	3.2616	3.2701	2.9635	3.4638	3.7092	3.6366	3.3713	3.3225	3.3183	3.3672	3.2012	3.3239	3.3225	3.2887	3.4304	3.826	3.2899	3.2493	3.1944	3.3285	3.4116	4.1806	3.1192	3.6241	3.0311	3.5189	3.2858	3.1888	3.4707	3.1386	3.3915	3.4697	3.3373	3.0867	4.1722	3.3215	3.4695	3.366	3.4103	3.3033	3.567	3.3229	3.2397	3.4034	3.2517	4.0636	3.2506	3.231	3.4266	3.3138	3.2811	3.3376	3.3099	3.1631	3.6102	4.0698	3.397	3.1709	3.3122	3.2484	4.2406	3.4189	3.6664	3.3859	3.0518	3.3657	3.3455	3.4575	3.4488	3.1608	3.3984	3.2456	3.3734	3.8666	3.8689	3.3073	3.3998	3.2492	3.252	3.6606	3.4304	3.5491	3.4772	3.5016	3.7056	3.4244	3.3583	3.3434	3.4128	3.2965	3.2368	3.0291	3.4412	3.5251	3.1543	3.389	3.7335	3.351
"AC005785.2"	5.8094	4.8453	5.5586	5.532	5.3114	5.4301	6.1722	5.1626	5.7404	5.5961	5.895	5.4352	5.5191	5.2144	5.744	5.9151	5.4248	5.2052	5.3244	5.5724	5.6045	5.4988	5.375	5.7624	6.0271	5.9421	5.3687	6.0843	5.4111	5.4087	5.426	5.828	5.5422	5.6168	5.8445	5.6148	5.5942	5.3554	5.2004	5.4821	5.3345	5.6488	5.7359	5.7009	5.7351	5.3383	5.3999	6.2456	4.9736	5.4716	5.3422	5.265	5.6508	6.7629	5.4163	6.031	5.4455	5.5674	4.9412	5.4692	5.5444	5.4181	5.3263	5.3933	5.2812	5.7035	6.0623	5.2296	5.0395	5.4613	5.3615	5.1652	5.4675	5.206	5.3965	5.5551	5.1546	5.888	5.592	5.0423	5.3357	4.939	5.1291	5.388	5.7695	5.53	5.3551	5.6213	5.4699	5.1977	5.1368	5.4882	6.066	5.6546	5.7265	5.7323	5.1157	5.5323	5.0669	5.3992	5.3598	5.2902	5.3151	4.9292	5.7332	6.3296	5.9881	5.646	5.9152	5.1456	5.0696	5.3838	5.3288	5.6172	6.2709	5.5359	6.2533	5.6832	5.7329	5.5699	5.492	5.3396	5.4786	5.5516	6.0402	6.0793	5.2739	5.6693	5.8779	5.1125
"AC006026.13"	4.6568	4.9744	4.7688	4.9203	4.4245	4.4691	4.7493	4.3657	4.6498	4.1845	4.2224	4.3898	4.2635	4.0935	4.1091	4.3139	4.4164	4.1158	4.2571	4.5211	4.4124	4.2307	4.3816	4.7081	4.8135	4.5016	4.4982	4.162	4.4276	4.2468	4.3214	4.3443	4.2645	4.2951	4.1706	4.4063	4.1945	4.4363	5.2053	4.552	4.4822	3.8043	4.4654	4.433	4.4959	4.8108	4.1413	4.4195	4.5622	4.9232	4.7826	4.2678	4.6959	4.6879	4.6623	4.7319	4.1125	4.2568	4.72	4.5438	4.3155	4.2697	4.3889	4.1986	4.2538	4.565	4.4589	4.2697	4.6197	4.4071	4.522	4.0982	4.2146	4.8236	4.1297	4.4028	4.3273	4.3886	4.42	5.0373	4.8314	5.2498	5.0401	5.2976	4.6192	4.261	4.9525	4.6859	4.5928	4.8902	4.3977	4.7445	4.7602	4.7328	4.0848	4.4158	5.268	5.5629	4.5788	5.1437	4.3965	4.1673	4.7296	4.8728	4.1031	4.5588	4.4691	3.9359	4.6005	4.7807	4.5609	4.9	4.4412	4.8204	4.9281	4.6773	4.8904	4.9726	4.1196	4.6525	4.4818	4.6018	4.2478	4.0773	4.6289	4.3171	4.8856	4.3801	4.4171	4.3291
"AC006129.2"	3.881	4.2289	4.1216	3.8978	4.6318	3.8911	4.1701	4.6125	3.7737	3.7463	3.7854	4.4213	4.4578	3.9224	4.0149	4.1006	3.873	3.878	3.9797	4.0326	3.9725	4.3292	3.7854	4.3851	3.7626	3.7835	4.9913	3.9836	3.8854	4.234	3.852	4.3566	4.7876	4.9809	3.9761	4.59	4.2212	4.3181	4.2818	4.4687	5.3283	5.5548	5.6224	4.0588	3.9627	3.8288	3.9201	4.219	5.8125	4.9081	6.2739	4.5456	4.114	4.0339	3.9436	3.949	4.1977	3.8551	4.2965	3.9796	3.7556	4.6495	3.6322	3.5933	5.3795	3.7221	4.2507	3.9356	3.8866	3.6967	4.2516	5.1132	3.7709	4.86	5.2339	3.8288	4.5723	3.9833	4.1049	5.2944	4.9041	5.4089	4.8583	5.4429	4.4923	3.7974	4.7014	4.1395	4.6095	4.6467	3.8236	5.2871	4.4819	4.1849	3.9859	4.102	5.1076	5.3919	5.244	4.669	5.4151	6.6997	5.8409	5.1753	5.0156	3.7062	3.8085	4.5721	4.082	5.4865	4.928	4.9666	3.8561	4.848	4.0654	4.1295	3.7954	4.6625	3.9251	3.8963	4.5294	4.5276	3.7105	4.0448	3.9514	4.0792	3.602	4.3173	3.8586	3.9962
"AC006538.1"	4.1918	3.3546	3.7456	3.8746	3.9189	4.2236	4.0696	3.7709	3.776	3.8073	4.0345	3.6757	4.0311	3.9189	3.8876	4.0367	3.8446	3.7316	3.7207	3.7947	3.7637	3.5419	3.7346	3.9687	3.92	4.336	3.6179	3.9978	3.6581	3.7015	4.4466	3.9454	3.689	3.7234	3.7865	3.9515	3.4093	3.5826	3.553	3.8172	3.703	3.8818	3.8432	4.0148	3.8979	4.236	3.8904	4.5541	3.9134	3.919	3.8513	3.8743	4.2248	5.4059	3.658	4.8092	4.1033	4.7046	3.8584	4.3064	4.0805	3.7962	4.0936	3.6539	3.7579	3.9345	4.5223	3.7909	3.7715	3.92	3.6072	3.6726	3.8281	4.0201	3.9941	3.8055	3.5294	4.3567	3.9066	3.7547	4.0222	3.9163	4.051	3.7441	4.1012	3.8002	4.3663	4.4114	4.5285	3.9271	3.7477	3.8584	4.9475	3.6895	3.766	3.8127	3.9495	3.8068	3.8064	3.7276	3.8969	3.5509	3.6253	3.5946	3.9321	4.3775	4.001	3.642	4.229	4.0014	3.8001	4.4984	4.1439	4.3283	4.2003	4.1827	4.3398	3.7065	4.1847	3.9805	3.5142	3.6669	3.823	3.5939	3.945	4.8515	4.2786	4.0977	4.3786	3.7168
