"ID" "GSM244467"	"GSM244468"	"GSM244469"	"GSM244470"	"GSM244471"	"GSM244472"	"GSM244473"	"GSM244474"	"GSM244475"	"GSM244476"	"GSM244477"	"GSM244478"	"GSM244479"	"GSM244480"	"GSM244481"	"GSM244482"	"GSM244483"	"GSM244484"	"GSM244485"	"GSM244486"	"GSM244487"	"GSM244488"	"GSM244489"	"GSM244490"	"GSM244491"	"GSM244492"	"GSM244493"	"GSM244494"	"GSM244495"	"GSM244496"	"GSM244497"	"GSM244498"	"GSM244499"	"GSM244500"	"GSM244501"	"GSM244502"	"GSM244503"	"GSM244504"	"GSM244505"	"GSM244506"	"GSM244507"	"GSM244508"	"GSM244509"	"GSM244510"	"GSM244511"
"CTD-2561B21.11"	1.0048	0.8928	0.8069	0.7758	1.1691	1.028	0.7095	0.9996	0.8247	0.9298	1.0421	0.6478	0.8575	0.6826	0.6615	0.9168	1.1132	0.8024	0.7574	0.6894	0.7497	1.2576	0.9413	0.701	0.9121	1.0954	1.2516	1.2463	0.9018	1.7752	1.3622	1	1.4649	0.6712	1.3092	1.1521	0.5727	0.9234	0.7371	0.9232	0.7604	0.9988	1.1366	0.8835	1.2247
"CTD-2587H24.10"	0.9752	0.8345	0.9685	0.6542	0.7835	0.6682	0.7177	0.7863	0.8975	0.7531	0.8201	0.6543	0.8137	0.9736	0.6888	0.6828	0.7224	0.6397	0.7398	0.6986	0.8587	1.0216	0.6304	0.8774	1	0.6658	1.0643	0.9773	1.1973	1.3634	1.1131	0.8785	1.0296	0.6852	1.1561	1.2267	0.7085	1.1517	0.5324	0.7766	0.9438	0.854	1.0138	1.1358	0.7571
"CTD-2587M23.1"	1.4878	0.9141	1.0676	0.9077	0.9028	1.0964	0.9589	0.954	0.9893	0.9874	1.0001	0.9913	1.024	0.8078	0.9515	1.0171	1.1048	0.7507	0.9079	0.7994	1.0261	1.0479	0.8789	1.1161	1.1502	0.9485	0.9428	0.9849	1.8572	1.1487	0.9614	0.9305	3.3022	1.0127	1.5675	1.3755	0.9831	1.1706	0.8788	0.9031	0.9647	1.1445	1.2235	1	1.0226
"CTD-2616J11.10"	1.0645	0.7882	0.9381	0.742	1.0185	0.7709	0.9489	0.8002	0.9446	0.8521	0.7124	0.9	0.9551	0.9	0.8983	0.8164	1.1161	0.87	1.0015	0.6941	0.8533	1.426	1	0.8823	0.9428	0.8241	0.9225	1.1638	1.4679	1.0746	0.8239	1.0367	1.0098	1.0028	0.78	1.0565	0.8263	0.9962	0.8457	1.0505	0.9181	1.1139	0.7527	1.0458	0.7953
"CTD-2619J13.13"	1.1371	1.0405	0.988	0.95	0.9311	1.0551	1.1495	1.1581	1.0249	1.1171	1.2428	1.1881	1.2076	1.0913	0.9787	0.9411	1.436	0.9593	1.0484	0.9383	1.0735	1.1871	1.0856	0.8967	0.9471	1.1552	0.9826	0.9839	1.3288	1.2992	0.8838	1	1.2191	1.0944	1.0954	1.1829	1.2371	1.0001	0.9722	1.1282	1.1105	1.241	0.9939	0.9586	1.383
"CTD-2619J13.17"	1.4391	1.3398	1.3361	1.2642	1.1785	1.1598	0.9576	1.0545	1.1382	1.0166	1.1793	1.1202	1.278	1.1437	1.2924	1.2607	1.0884	1.1359	1.1235	1.164	0.8328	0.7577	0.812	1.0533	0.9732	0.9978	0.9521	1.1386	0.9829	1.1178	1.0957	1.1079	1.6783	1.3979	1.3136	1.1643	1.1992	0.9275	1.0074	1.0246	1.0433	1	1.5852	0.9103	1.8095
"CTD-2639E6.4"	1.0222	0.8833	0.8896	0.8666	1.1971	1.3807	0.686	0.7587	0.8559	0.7598	0.9546	0.8409	0.7503	0.7341	1.0449	0.9482	1.052	0.6752	1.0096	0.6183	0.7415	1	0.9412	0.9336	1.027	0.954	0.8234	1.1627	1.4368	1.2445	1.2398	1.1681	1.6448	0.929	1.174	0.8254	0.8298	0.7857	0.8386	0.8652	0.9958	0.9533	0.9618	1.1246	0.8116
"CTD-3025N20.3"	0.868	0.8862	0.8174	1.1218	0.7816	0.8915	1.2514	1.0055	0.6897	0.7902	0.7859	0.7486	0.7574	0.86	0.8367	0.728	0.8017	1.0222	0.7985	0.9535	0.8222	0.774	1.0765	1.2715	0.8166	1.2419	0.9058	1.062	0.6744	0.8159	0.9806	0.8784	0.6562	1.0003	0.7548	0.6622	0.9528	0.8993	1.0502	0.8041	1.0542	1.1637	1.3068	1	0.9186
"CTD-3028N15.1"	1.0393	0.8533	1.0258	0.5505	1.0138	0.9031	0.5479	0.6604	1.2517	0.7377	1.0209	0.7552	1.0296	0.7845	0.67	0.9093	1.0259	0.6442	1.0989	0.5003	0.7772	1.419	1.0264	0.7391	1.2886	0.812	0.8513	1	0.8678	1.5476	1.3125	0.866	1.2324	0.684	1.5689	0.9345	0.5158	1.0253	0.5188	0.9224	0.8833	0.9489	1.1511	1.3149	0.7184
"CTD-3064M3.3"	1.2918	1.0415	0.9138	0.8135	1.0654	1.1257	0.8247	1.0606	1.0895	0.9879	1.1936	0.958	1.2371	1.0206	0.9405	0.9317	1.2244	0.7909	1.1589	0.8096	0.908	1.1029	0.8778	0.828	1.0804	1.0484	1	1.1215	1.681	1.4874	1.1966	0.8988	1.7475	0.7248	1.5445	1.2967	0.8572	1.0684	0.7371	1.0925	0.8402	0.8221	0.8569	0.978	0.9699
"CTD-3080P12.3"	0.9115	0.8702	0.9181	0.8554	0.7421	0.8276	0.7551	0.7331	0.739	0.7659	0.9386	0.8626	0.8228	0.8697	0.8061	0.8134	0.7812	0.8606	0.7089	0.8411	0.883	1	1.2528	0.9813	0.9321	0.9129	0.9413	0.8023	1.2162	1.2169	1.039	0.9288	0.7829	0.9767	0.9146	0.7806	0.7908	0.8462	0.7923	0.8664	0.9121	1.0654	1.1119	1.0255	0.7748
"CTD-3092A11.2"	0.2567	0.3358	0.1104	0.7729	0.6368	0.7337	1.4412	1.1267	0.7227	1.1512	1.6128	0.4951	0.3867	0.3788	0.6233	0.5017	0.5411	0.4645	0.8681	1.9358	0.9736	0.361	0.8259	1.0482	0.6974	1.0077	0.8654	1	0.7429	1.0625	0.661	1.2288	0.6062	0.7405	0.6342	0.2549	0.6736	0.6374	0.3538	0.8328	2.0238	1.2886	0.7576	1.4427	0.4919
"CTD-3126B10.1"	0.9873	0.8851	0.8855	0.6624	0.6838	0.6175	0.7887	0.7206	0.798	0.8058	1.1011	0.8952	1.0044	0.7655	0.7199	0.8542	0.8606	0.7976	1.025	0.5758	1.1114	1.1804	0.7716	0.94	1.0427	1.0648	1.1848	0.9926	1.1155	1.2281	1.3043	0.8195	1.1546	0.7915	1.3949	1.234	0.8379	0.8801	0.635	0.7666	0.8335	1	0.9387	0.9928	1.0941
"CTD-3193O13.1"	1.6486	1.1961	1.0443	0.912	1.2905	1.0936	1.0597	1.0299	1.3604	1.0076	1.1349	1.3176	1.2537	1.0831	0.9244	1.0929	0.9475	0.954	0.939	0.934	1.7041	1.0843	0.9379	0.7492	1.3121	0.9638	1.2048	1	1.7128	1.4835	0.8038	0.9325	2.2311	1.1297	1.4632	1.6352	0.7928	1.4268	1.0617	1.298	1.0325	0.8004	0.8747	1.4402	1.5202
"CTD-3203P2.1///KDM8"	0.8383	1.2647	0.9646	0.9598	0.8008	1.0665	0.7676	1.0705	1.0286	0.9314	0.7917	0.9182	0.8326	0.9013	0.9031	1.1105	0.9008	0.928	1.0189	1.0588	0.8295	0.8698	1.5632	1.4171	0.7267	1.1189	0.8462	1.034	0.8788	1.2505	0.9306	0.7771	0.6522	1.0455	1.1737	0.7784	0.9	0.83	1.0752	0.868	0.9441	1.1883	1	1.0143	0.718
"CTD-3222D19.5///MED26"	0.8345	1.3043	3.6606	1.3439	1.0246	1.2373	1.593	1.6321	0.9935	1.9335	0.9475	2.0329	2.1313	1.1732	1.3606	2.2786	1.2123	1.2288	0.9688	1.1722	0.8379	0.9958	1.1566	1.3026	1.0857	1.0352	1.1139	0.9851	0.8825	0.6176	1.2743	0.8902	1.0022	1.3646	0.558	0.8596	1.0403	0.7792	1.1865	0.7958	1.0437	1	0.8709	0.7397	1.2715
"CTNND1///TMX2-CTNND1"	1.1064	1.3481	0.7406	1.8847	1.0871	1.0641	0.9554	1.0255	1.1583	1.1375	0.7268	0.8115	1.0427	0.8104	1.0387	0.9593	0.8383	0.8893	0.7095	0.7914	0.9667	1.2239	1.0748	0.9211	1.0727	0.8748	0.9949	0.9677	0.7496	1.0565	1.0009	1.0207	0.972	0.7432	0.8078	0.9315	0.7493	1.1464	0.6994	1.3327	0.8829	0.9638	0.9555	0.9801	0.7684
"CUZD1"	0.8408	0.8941	0.8828	1.2457	0.7249	0.9439	0.9172	1.1713	0.6372	0.9951	1.1561	1.2481	0.9903	1.166	1.0035	1.0135	0.9128	1.2456	0.7274	1.4352	1.3377	0.7886	0.9005	1.0012	0.8592	1.3321	0.8574	1.218	0.8126	1.0423	1	0.824	1.771	1.05	1.069	1.2838	1.7424	0.9933	1.3119	0.9077	1.5248	1.0261	0.9887	1.0022	1.401
"CXorf24"	0.6505	0.9091	1.035	1.0559	0.7109	1.35	1.0148	1.172	1.1056	1.3272	0.7127	0.9024	0.4666	0.7699	0.922	1.3176	0.6786	1.2356	1.0335	1.022	0.7466	0.6837	1.3455	1.0946	1	1.6659	0.8387	1.4375	0.5641	0.9142	1.1147	0.974	0.5517	0.8999	0.4772	0.6773	1.1223	0.906	1.6684	0.7734	1.3357	0.969	1.2932	0.8542	0.6044
"CXorf31"	1.0296	1.101	1.1312	0.9496	1.1411	0.8575	1.0513	0.8487	0.9747	1.0328	1.2308	1.1542	1.0511	0.9906	0.9593	0.9722	1.2842	0.8351	1.1007	0.556	1.0997	1.0207	0.9546	1	1.1618	0.7434	0.7989	0.7538	1.0452	1.1865	0.9067	1.0632	1.4902	0.6714	1.0837	1.035	1.0846	0.9598	1.016	0.9688	1.025	1.0229	0.8764	0.9726	0.8435
"CYB561D2"	0.6977	1.1472	1.0003	0.7508	0.7552	1.5315	0.7789	0.9079	0.8394	0.883	0.6936	0.8377	0.7279	0.7948	0.8489	0.9598	0.7287	1.5447	0.6556	1.146	0.6533	0.8552	1.5169	1.34	1	1.3309	0.8425	1.0405	0.9965	0.8599	1.2405	0.8286	0.7692	0.6437	0.5417	0.6883	0.7874	0.9398	1.1108	0.7048	1.0396	1.2875	0.8714	0.9003	0.7497
"CYP1B1-AS1"	0.8646	1.3058	4.2233	1.0871	0.9972	1.3719	2.6776	1.088	1.318	1.1465	12.0507	1.4232	3.1133	0.9266	1.6599	1.3311	1.5709	2.4025	1.353	1.3861	1.6763	1.0332	0.9537	0.9728	0.9197	0.8059	1.0831	0.9587	1.0586	0.9645	1.094	1.0224	1.0447	1.0486	1.2147	1.1437	1.6525	1.1477	1.1239	1.3112	0.9718	1.0629	0.9322	0.9659	1.0991
"CYP4F62P"	1.0555	0.8961	1.0157	0.9954	1.02	0.692	0.8525	0.9096	0.9275	0.9791	0.8541	0.8329	1.0757	0.9464	0.8369	1.078	0.8655	1.0095	0.7485	0.7094	0.9964	1.0206	0.8353	0.8158	1.2725	1.0842	0.9355	0.9915	1.4454	1.1406	0.9598	0.8901	1.165	0.7726	1.0685	1.2432	0.916	1.0653	0.5822	1.0878	1.0771	1	0.9535	1.0329	1.2405
"CYP51A1-AS1"	0.9188	1.1574	0.9772	0.8452	1.0456	0.9237	0.9664	0.9043	0.9261	0.7984	1.3359	1.0177	1.0438	0.87	0.905	1.0057	1.0948	1.0679	1.0167	1.2688	0.9661	0.9997	1	1.1945	0.8031	1.0047	0.9589	0.9419	1.0017	0.9264	0.7097	1.1233	0.7666	0.8222	1.2122	1.1703	1.0927	0.9216	1.0121	0.9485	1.1029	1.1601	1.0772	0.9576	0.9471
"D21S2088E"	1.081	1.244	0.9174	0.8443	0.9336	1.0248	0.9961	0.9677	1.0158	0.9734	1.3476	0.9725	1.0913	0.9519	1.0976	1.0796	1.177	0.8691	0.9973	0.925	1.0726	1.1599	0.9747	0.8909	1.0284	0.814	1.1728	1.0117	1.2351	0.988	1.1916	0.9926	1.5555	0.9376	1.1762	1.2222	1.069	0.9718	0.958	1.0712	0.9338	1.0142	0.8777	1.1514	1.1624
"D21S2090E"	1.1074	1.1058	1.1392	1.0532	0.9557	0.8172	0.9521	0.9801	0.9902	0.933	1.2877	1.2572	1.3088	1.3172	1.0566	1.1029	1.322	0.9678	1.283	1.0443	1.3371	1.052	1.1596	0.6745	0.9866	1.0249	1	1.0102	1.5048	1.2506	0.991	0.818	1.7231	1.215	1.268	0.9935	1.1603	1.1591	1.021	1.0674	0.9933	1.1715	0.7419	0.9385	1.0157
"DAB1-AS1"	0.978	0.8233	0.9611	0.9537	0.9362	0.906	0.9355	0.8621	1.0132	0.865	1.0591	1.0061	1.0283	0.8651	0.8601	1.0189	0.9735	0.9664	0.9974	0.9503	0.9965	0.8983	0.9533	1	0.9433	1.0875	0.9218	1.0308	0.9939	1.2043	0.8574	1.0657	0.9115	0.9334	0.9952	1.011	0.8483	0.8433	0.9216	1.0693	1.2067	1.0182	1.0938	0.895	0.8436
"DACT3-AS1"	1.2536	0.8967	1.0987	0.8172	1.1931	0.8291	0.9144	0.993	1.1474	0.91	1.0785	0.9178	1.1952	1.0643	0.9799	0.9991	1.0338	0.7362	1.1105	0.8852	0.9402	0.9528	0.7683	0.9091	0.8481	0.9194	1.0167	0.9923	1.5757	1.1669	0.9657	1.0009	1.3236	0.9514	1.8716	1.0903	0.9994	0.9251	0.8694	1.1021	1	1.0388	1.1833	1.2855	1.3014
"DANCR"	0.5491	0.8723	0.4854	1.467	0.7716	0.7355	0.3866	0.7938	0.5273	0.7553	0.2099	0.2946	0.3554	0.9476	0.7246	0.8595	0.38	0.9439	0.592	0.8387	0.3653	0.7344	1.4202	1.6028	0.8847	1.7651	1	0.9221	0.577	0.6332	1.0484	0.9514	0.2787	0.7031	0.4391	0.2435	0.9103	0.8272	1.4917	0.9001	1.093	1.1628	1.2152	0.7941	0.3964
"DAOA-AS1"	1.0565	1.1625	1.1374	1.0919	1.0617	0.9505	0.8438	0.9698	1.0983	0.8797	1.3791	0.9899	0.9787	0.9244	0.8208	1.0185	1.0272	1.1511	1.0611	1.0015	1.1153	1	1.0166	0.8305	0.9017	0.9899	1.1282	1.0429	0.8438	1.2816	0.9804	1.0959	1.2037	1.014	1.4494	1.0296	1.2125	1.0057	0.9742	0.9704	0.9687	0.9948	1.0169	1.0031	0.977
"DAPK1-IT1///DAPK1-IT1"	1.0394	1.6039	7.5517	4.5081	2.0156	1.8987	3.2399	2.3123	1.7221	1.813	2.1609	5.502	3.6425	1.6852	2.2431	4.7488	0.8614	2.049	0.9874	1.0549	1.2468	1.7402	1	0.8908	1.1881	0.9678	2.5138	1.1085	0.9221	0.8328	0.8934	1.0824	0.7935	2.8246	0.9385	1.1497	1.0989	1.149	1.8656	1.1917	0.9249	1.2517	1.0668	0.8848	0.8196
"DBET///DUX4///DUX4L1///DUX4L2///DUX4L24///DUX4L3///DUX4L4///DUX4L5///DUX4L6///DUX4L7///DUX4L8///LOC100288289///LOC100291626///LOC652301"	0.9136	0.8294	0.71	0.4804	0.9984	0.6185	0.4712	0.4761	0.895	0.5004	0.7553	0.5753	0.7157	0.5977	0.5321	0.6337	0.8364	0.577	0.6981	0.4833	0.7493	1.3153	0.8142	0.8052	1.7116	1.0214	1.0186	0.8887	1	1.3404	1.1335	0.8184	0.8743	0.5133	1.2032	0.6965	0.5946	0.946	0.4247	0.8456	0.7273	0.7283	0.7536	1.2255	0.7439
"DBH-AS1"	1.0551	0.8064	0.7527	0.6928	0.8641	0.878	0.6661	0.7191	0.8895	0.7843	0.8001	0.874	0.8122	0.6835	0.8152	0.8093	0.9587	0.6431	0.8142	0.6599	0.9121	0.9997	0.9507	1.4404	1	0.6319	0.9079	1.0352	1.3163	1.3896	0.878	1.1068	0.832	0.6282	1.2153	1.1542	0.734	0.9523	0.7291	1.1254	1	0.6819	0.9016	1.0313	0.9464
"DBNDD2///SYS1///SYS1-DBNDD2"	0.5875	1.8209	0.5128	2.5285	1.4044	1.2523	1.1865	0.9831	0.9204	0.9586	1.4924	0.608	0.8265	0.8233	0.8962	0.8476	0.6181	1.1865	0.7483	0.8712	1.1042	0.9579	1.1907	0.8751	1	1.1682	0.7959	1.426	0.9232	0.9164	0.9286	0.701	0.7604	0.8937	0.5665	0.5657	0.6791	0.9645	0.9504	0.8094	1.2943	1.3149	1.339	1.43	0.5757
"DCTN1-AS1"	1.105	1.128	1.0459	0.9162	0.9322	0.9967	1.0821	1.0145	0.9434	0.9146	0.9834	1.0145	1.1574	1.0787	1.1019	0.9264	1.0275	0.9946	0.9764	0.9537	0.997	0.8908	0.9042	0.9463	0.9971	1.3997	1.0403	1.1831	1.0478	0.9905	0.98	0.9368	1.0289	0.9532	0.9257	0.8617	1.0244	0.9632	1.0835	0.8882	1.109	1.1766	1	1.3707	0.985
"DCTN5"	1.42	1.2689	0.8088	0.757	1.0123	0.8457	0.826	0.9233	1.0517	1.0115	0.9983	1.2801	0.9046	1.2767	0.958	1.0317	1.1321	0.926	0.8708	0.8545	0.9278	0.9371	0.9033	0.9126	0.8412	0.7021	1.1155	1.0329	1.2438	1.4147	1	1.1197	1.7435	0.7704	1.0713	1.195	0.9677	0.7302	0.9548	0.9196	0.9355	1.2176	0.9239	1.2058	1.3492
"DCUN1D5"	0.9838	0.9345	0.8187	0.916	0.84	0.9769	0.9631	0.9119	0.8554	0.9777	1.0854	0.8442	0.9558	0.8768	0.9105	0.8446	1.0958	0.9933	0.9486	1.0083	0.9904	0.8617	0.905	1.0561	0.88	1.2514	1.0296	1.0612	0.8528	1.0279	1.0448	1.1381	1.2143	0.9944	0.9588	0.9726	1.0261	0.9434	1.0724	1.0384	0.9736	0.9755	1.3025	0.8889	1.1824
"DDC-AS1"	1.1114	1.0259	0.9205	0.9847	1.0247	0.9866	0.9448	0.979	1.0994	1.1883	1.005	1.2104	1.1632	0.903	0.8652	1.0188	1.062	0.9144	0.9933	0.9422	1.0937	0.8829	0.7631	0.8659	1.1926	1.0609	1.0826	0.9476	1.0758	1.1881	0.8116	0.9972	1.0499	0.9889	1.3165	1.317	0.977	0.9209	1.2249	0.9622	1	0.7768	1.3192	1.1485	1.1957
"DDX11-AS1"	0.867	0.8364	0.9942	0.9142	0.8689	0.9557	0.7852	0.9047	0.8788	0.8406	0.8906	0.8895	0.8622	0.9206	0.8803	0.9404	0.9046	0.8454	0.9525	0.9031	0.8979	0.8052	1.0013	1	1.0534	0.8678	1.0606	1.0408	1.0864	0.9038	0.8905	0.7988	1.013	0.8099	1.0662	0.8508	0.9471	0.8932	0.8966	0.9218	1.2194	0.9337	1.0092	0.9933	1.1771
"DDX11///DDX12P///LOC642846"	0.9276	0.8317	0.7631	1.2247	0.9229	1.2664	0.6091	0.8315	1.1348	1.351	0.6873	1.0118	0.7702	0.712	0.8824	1.146	1.027	0.8954	0.8154	0.9342	0.9168	1.0615	0.7469	1.0848	1.2067	1.3056	0.985	1.0724	1.0978	1.2994	0.6718	0.6069	1.3077	0.545	0.9309	1.1637	0.6064	1.2642	0.7716	0.9949	0.9394	0.6908	0.8683	1	1.1467
"DEC1"	0.9417	0.9472	0.8861	0.8729	0.9607	1.0722	1.0462	1.0917	1.1672	1.1236	0.9583	0.9597	1.0507	0.834	0.9854	0.9926	1.0299	0.865	1.0091	1.0476	1.0749	1	0.9864	1.0891	1.161	0.9302	1.2398	0.8821	1.1106	1.1182	0.9732	0.9483	1.0517	1.0003	1.3416	1.0447	0.9628	0.9671	0.9309	1.1326	0.9847	1.0568	0.9783	1.0634	1.0268
"DEPDC1-AS1"	0.9964	1.1462	1.0396	1.0537	1.0677	1.1013	1.0464	0.9306	0.9603	0.9677	1.813	1.0975	0.9833	1.1152	1.0283	1.0673	1.4608	1.0437	1.0812	1.0104	1.0259	0.9918	1	1.0989	0.8868	1.0152	1.2534	0.9647	0.9012	1.243	1.1063	1.3594	1.2088	1.0699	1.1184	1.1047	1.2851	1.1601	1.1266	1.0629	0.8953	0.9296	1.1235	0.9408	1.0517
"DGCR10"	0.9372	0.8919	0.9566	0.7877	1.0358	0.8585	0.7617	0.8122	0.8884	0.9041	0.9252	0.8473	0.9122	0.7947	0.8225	0.845	1.0676	0.7849	1.1797	0.6682	0.8853	1.5063	0.9961	0.9518	1.144	0.9642	1.2383	1	1.4666	1.2429	1.2294	1.1931	1.3741	0.6978	1.1121	1.0158	0.801	1.012	0.6924	0.9532	0.9126	0.9879	0.908	0.9035	1.0322
"DGCR11"	0.8235	0.8697	1.4393	1.0235	0.8392	1.1264	1.2253	1.0523	1.1338	1.2011	0.9884	1.0482	1.0694	1.1174	1.0295	1.2851	1.3307	1.0525	1.3569	1.0643	1.028	0.9667	1.0317	1.1199	1.0195	0.7812	1.0069	0.6966	1.4114	0.9612	1.5537	1.1293	1.2689	0.9474	0.7643	0.9153	0.8131	0.9681	1.2732	1.0267	0.7314	0.696	0.7439	1	0.8241
"DGCR9"	1.2695	1.4246	1.2228	0.9667	1.322	1.1732	0.856	0.8944	1.3429	1.1142	1.2303	0.9352	1.1129	1.1384	1.3789	1.2255	1.206	0.9988	1.0557	0.9212	1.5335	1.2536	0.7433	0.76	1.2301	0.8922	1.5033	1	1.1401	1.4471	0.9615	1.2541	2.0528	0.8158	1.6553	1.8462	1.3431	1.6893	0.9317	1.6938	0.988	0.9668	0.6881	1.006	1.0548
"DGKH"	0.8706	1.1872	0.7346	1.7898	1.2177	1.4686	0.8958	1.1837	0.8754	1.4034	1.9661	0.9472	0.8956	0.8567	1.1826	1.8599	0.9934	1.2466	0.8512	3.1969	0.9906	0.9376	1.1929	1.0709	1.1353	1.295	1.1944	0.9018	0.6038	0.811	1.3152	1.156	1.0726	1.3848	1.3894	0.8028	1.0333	0.9254	1.9575	0.7652	0.9109	0.9173	0.998	0.861	1.1745
"DHRS4-AS1"	0.3212	0.6355	0.2963	0.6471	0.442	1.0628	0.6387	0.762	0.8862	0.6489	0.8995	0.2858	0.4279	0.5281	0.5	0.4287	0.7109	0.7543	0.6067	0.9412	0.6167	0.9409	1.8951	1.6166	0.5992	1.2752	0.6405	1	0.7844	0.8116	0.9182	0.9374	0.572	0.765	0.3425	0.4085	0.9578	0.6161	0.6956	0.5977	1.5979	1.1072	1.2931	1.1895	0.6
"DIAPH2-AS1"	1.2276	1.2078	1.1698	0.9112	1.1589	1.0705	1.2123	0.9836	1.0712	0.9059	0.9742	1.0267	1.0482	1.0569	0.947	1.0523	0.8647	1.0323	1.0569	1.2585	1.0827	0.8826	0.8826	1.0543	0.965	0.9202	0.922	1.0916	1.3496	1.0001	0.864	0.9597	1.213	1.1817	1.3096	1.2514	1.2041	1.0462	0.7906	0.9972	1.2333	1.0606	1	1.02	0.8688
"DIAPH3-AS1"	1.002	1.205	1.0608	1.0189	0.8909	0.9756	0.955	0.8446	1.0667	0.9964	1.2747	1.066	1.0555	0.8576	0.987	1.0089	1.1826	1.2315	0.9736	0.9974	1.1063	1.0391	0.976	0.9047	0.9363	0.9108	1.0155	1.0114	1.0391	1.1213	1	1.1792	0.86	0.902	1.2875	1.2823	1.3459	0.8824	0.9232	1.0023	1	0.8735	0.8939	0.9876	1.2827
"DICER1-AS1"	0.7442	0.801	1.3908	0.8471	0.5058	0.6643	1.3142	0.7041	0.5696	0.8394	1.5295	0.8051	1.0673	0.8439	0.7339	0.9206	0.8639	1.0035	0.9546	1.0385	0.7593	0.9957	0.7876	1.1447	0.9536	1.4623	1.1364	1.0605	0.9511	1.3539	0.915	1.0735	0.7663	1.4515	0.8217	0.6336	1.2342	0.5782	0.8997	0.8566	0.969	1.2367	1	0.8574	0.7711
"DIO2-AS1"	1.1737	1.0972	0.8975	0.9826	0.9779	0.922	0.9112	0.936	1.0834	0.979	1.4486	0.9575	1.3106	0.9103	0.8879	0.901	1.4574	1.0406	1.4509	0.9813	1.2087	0.8445	0.8654	1.0414	0.9884	0.9021	1.0151	1.2407	1.4753	1.3155	1.0045	1.0323	2.0832	0.8503	1.692	1.2044	1.3638	0.9208	1.0319	0.9926	1	0.8917	0.9886	0.9981	1.1114
"DIO3OS"	1.1005	0.8239	0.9762	0.9225	1.0542	0.862	0.7717	0.8482	0.8134	0.8369	0.6396	1.1231	1.0111	0.8928	0.983	0.8262	0.7454	0.8207	1.0423	0.725	1.0129	0.9836	0.7893	1.0142	1.1241	0.907	1	0.8188	1.0426	1.2294	1.2013	0.9833	1.5907	0.9571	1.1681	0.8784	0.93	1.2666	0.9283	1.0881	0.9001	1.1082	1.1716	0.9844	1.0813
"DIO3OS///MIR1247"	1.362	0.8599	0.7608	0.655	0.894	0.9049	0.8679	0.7083	0.8939	0.8817	0.8318	0.804	1.0277	0.906	0.8473	0.7985	0.8456	0.7777	0.6711	0.7715	0.8179	1	0.5677	0.7915	0.9635	0.8565	1.1529	1.2221	1.0281	1.1711	0.9923	0.9419	1.1366	0.6144	1.0426	1.0455	0.709	0.9166	0.6199	0.8502	1.0066	0.8851	1.3263	1.0568	1.082
"DIRC3"	1.0195	0.8427	1.2645	0.9791	1.1058	0.8347	0.9397	0.9112	0.9264	0.8788	1.2044	0.8271	1.1071	1.0286	0.9756	1.1236	0.9378	0.7082	0.8621	0.7464	1.1489	1.0642	1.147	1	0.8422	0.8974	1.1623	1.109	1.4379	1.1287	0.9097	1.1718	1.4293	1.0562	1.3207	1.0337	0.877	1.0082	0.6171	0.8949	0.8502	0.9465	0.874	0.7157	0.8115
"DISC1///TSNAX-DISC1"	0.9636	1.3573	2.0258	1.483	1.5209	2.034	2.6066	1.3425	1.6178	1.7875	1.631	2.2786	1.4627	1.1177	1.9006	1.3258	1.8501	1.2803	3.0388	1.8306	1.4159	1.0658	1.2068	0.9612	0.9457	0.912	1.0454	0.9211	0.7968	0.8556	0.8556	1.4625	1.149	1.5515	0.88	1.6204	1.2489	1.2016	1.207	1.3706	1.2076	0.9703	0.9229	1.2821	0.9648
"DKFZP434A062"	0.9593	1.0639	1.032	0.9018	0.9663	0.9214	1.116	0.9401	0.899	0.9521	1.074	1.0441	0.9699	1.1298	1.0064	0.9923	1.1531	0.9012	0.9342	1.0314	0.9955	0.9116	1.1179	0.8311	1.044	0.9715	1.3253	1.1386	1.4354	0.8774	0.9407	1	1.8938	0.9287	0.8652	1.1485	1.3662	0.9298	0.9925	0.9448	1.0142	1.1816	0.9518	0.9903	1.0712
"DKFZp434E1119"	1.186	1.0508	0.8896	0.8525	0.9575	0.9863	0.9926	0.9185	0.9629	1.0853	1.0821	1.2476	1.1684	1.0382	0.917	0.9492	1.0301	0.8115	1.0417	0.9468	0.9632	1.0507	0.8265	0.9597	0.8683	0.8921	1.0135	0.9698	1.2175	1.292	0.877	1	2.0765	1.4171	1.1495	1.3606	0.8848	1.0424	1.0897	0.945	1.1166	1.0145	1.203	0.894	1.0726
"DKFZP434H168"	1.194	1.1021	1.0884	0.9782	1.1985	1.2029	0.8829	0.9664	1.4704	1.1344	0.8679	1.2127	1.3753	1.1153	1.1187	1.012	1.2018	1.0319	1.1344	1.1118	1.46	1.2108	1.086	1	0.9789	1.0743	1.2423	0.9578	1.6938	1.1195	0.9224	0.9975	1.6505	0.9807	1.3858	1.533	1.0894	1.414	1.0894	1.7111	0.946	0.9949	0.8948	1.0999	1.1935
"DKFZP434I0714///MIR4453"	0.7493	0.3183	0.592	0.9306	0.7508	1.7181	0.9503	1.324	1.1272	0.7119	0.8416	0.7242	0.3972	0.9739	0.9439	0.6023	0.4905	1.1645	1.1422	1.3721	0.7621	0.4624	1.1795	1.0028	0.7444	1	0.8704	1.3575	0.451	0.9753	0.8721	1.1424	0.5542	1.1098	0.5654	0.4909	1.5723	0.7294	0.7246	1.0531	1.5057	1.259	1.8241	0.9813	0.7481
